n,v02K2_count,reference_count,best_v02K2_lex_candidate,best_v02K2_ref_lex_rank,new_record_count,primary_new_record_count,total_unique_primary_topk_candidates,total_unique_any_topk_candidates,best_v02K2_u2_range,best_reference_u2_range,v02K2_best_over_reference_best_ratio_u2_range,median_v02K2_u2_range,median_reference_u2_range,v02K2_median_over_reference_median_ratio_u2_range,v02K2_beats_ref_best_count_u2_range,v02K2_top10pct_count_u2_range,v02K2_top25pct_count_u2_range,best_v02K2_peeq_max,best_reference_peeq_max,v02K2_best_over_reference_best_ratio_peeq_max,median_v02K2_peeq_max,median_reference_peeq_max,v02K2_median_over_reference_median_ratio_peeq_max,v02K2_beats_ref_best_count_peeq_max,v02K2_top10pct_count_peeq_max,v02K2_top25pct_count_peeq_max,best_v02K2_surface_t_proxy,best_reference_surface_t_proxy,v02K2_best_over_reference_best_ratio_surface_t_proxy,median_v02K2_surface_t_proxy,median_reference_surface_t_proxy,v02K2_median_over_reference_median_ratio_surface_t_proxy,v02K2_beats_ref_best_count_surface_t_proxy,v02K2_top10pct_count_surface_t_proxy,v02K2_top25pct_count_surface_t_proxy,best_v02K2_mises_max,best_reference_mises_max,v02K2_best_over_reference_best_ratio_mises_max,median_v02K2_mises_max,median_reference_mises_max,v02K2_median_over_reference_median_ratio_mises_max,v02K2_beats_ref_best_count_mises_max,v02K2_top10pct_count_mises_max,v02K2_top25pct_count_mises_max
24,16,190,PPOV02_N24_B16_novelty_tophalf,114,0,0,0,6,9.453498660150216e-05,2.9523077955673216e-05,3.2020708255229913,0.00014045583725415,8.096076885522052e-05,1.7348629372001465,0,0,0,0.1558585613965988,0.1492166519165039,1.0445118516920715,0.1570346280932426,0.15729529410600662,0.9983428238317902,0,0,0,582223488.0,580875968.0,1.0023198067646688,582460832.0,582566592.0,0.999818458522249,0,0,0,579943296.0,579942784.0,1.0000008828457119,579944192.0,579944128.0,1.0000001103554583,0,6,6
40,16,206,PPOV02K2_N40_B01_deterministic,147,0,0,16,16,0.0004007218865353,4.5779268475598656e-05,8.75334840155634,0.00045678247636254997,0.0001498124456702,3.0490288995623214,0,0,0,0.1641117632389068,0.1440253555774688,1.1394643851487238,0.1695306897163391,0.1574980020523071,1.076398986064825,0,0,0,581153472.0,581119040.0,1.0000592511992035,581623392.0,583269440.0,0.9971778943193046,0,16,16,579926912.0,579924032.0,1.0000049661677066,579926976.0,579927040.0,0.99999988964129,0,0,0
