n,strategy_name,order_hash,order_compact,dataset_source,candidate_source,ppo_checkpoint,ppo_seed,predicted_reward,conservative_reward,teacher_metrics_extracted,teacher_validation_status,stageM_metric_source_file,u2_range,peeq_max,surface_t_proxy,mises_max,ppo_generation_mode,selection_tag,selected_by,final_step_name,final_frame_time,extracted_field_names,completion_status,odb_extraction_status,is_ppo_v01,is_ppo_v02K2
40,S3R24L64_N40_B02_top_region,198304997aa51f7f,33-35-37-39-0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-38-36-34-32-30-9-7-5-3-1-11-13-15-17-19-21-23-25-27-29-31,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001227253760589,0.1667737364768982,598535360.0,579927040.0,,,,,,,,,False,False
40,S3R24L64_N40_B03_top_region,c1c108e2813bd09b,31-33-35-37-39-0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-38-36-34-32-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001059363503372,0.1590581983327865,592258240.0,579925632.0,,,,,,,,,False,False
40,S3R24L64_N40_B04_top_region,baa132a2934e1658,31-33-35-37-39-0-2-10-8-6-4-12-14-16-18-20-22-24-26-28-30-32-34-36-38-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001603593141226,0.1599376946687698,581768896.0,579925632.0,,,,,,,,,False,False
40,S3R24L64_N40_B05_top_region,742ef66aad688f36,33-35-37-39-0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-38-36-34-32-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,8.880928180587944e-05,0.1641431897878646,595921664.0,579925632.0,,,,,,,,,False,False
40,S3R24L64_N40_B06_model_disagreement,04fb04483e06ab57,8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-19-1-21-23-25-27-29-31-33-35-37-39-17-15-13-11-9-7-5-3-0-2-4-6,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002016615144384,0.1611578613519668,583783872.0,579927360.0,,,,,,,,,False,False
40,S3R24L64_N40_B07_model_disagreement,42b2cce7b6cd3830,12-14-16-18-20-22-24-26-28-30-32-34-36-38-19-1-21-23-25-27-29-31-33-35-37-39-17-15-13-11-9-7-5-3-0-2-4-6-8-10,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002165191526728,0.1629427224397659,584747776.0,579928896.0,,,,,,,,,False,False
40,S3R24L64_N40_B08_model_disagreement,8a1c069e8cc3aab3,0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-19-17-15-9-7-5-3-1-11-13-21-23-25-27-29-31-33-35-37-39,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001989352308555,0.1538123935461044,582634112.0,579927424.0,,,,,,,,,False,False
40,S3R24L64_N40_B09_model_disagreement,9416203917957318,14-16-18-20-22-24-26-28-30-32-34-36-38-19-1-21-23-25-27-29-31-33-35-37-39-17-15-13-11-9-7-5-3-0-2-4-6-8-10-12,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002083318340737,0.1643828004598617,585395200.0,579929024.0,,,,,,,,,False,False
40,S3R24L64_N40_B10_uncertainty_calibration,6cf61e7e1a0eea3f,19-20-18-21-17-22-23-16-15-24-25-14-13-26-27-12-28-11-29-10-9-30-31-8-7-32-6-33-34-5-4-35-36-3-2-37-38-1-0-39,stage3_native_combined552,geometry_first_random_sweep,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.001730911550112,0.1823613494634628,588479616.0,579926720.0,,,,,,,,,False,False
40,S3R24L64_N40_B11_uncertainty_calibration,88607ff800752d0d,0-2-10-8-6-4-12-14-16-18-20-22-24-26-28-30-39-19-29-9-34-21-11-31-36-1-3-5-7-13-15-17-23-25-27-32-33-35-37-38,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.000554565707489,0.1629247218370437,586222784.0,579926080.0,,,,,,,,,False,False
40,S3R24L64_N40_B12_uncertainty_calibration,b001209498d8d80c,25-29-21-5-30-20-32-16-34-36-22-2-14-18-27-39-13-23-6-37-9-3-8-26-4-0-24-35-10-12-33-1-11-28-17-7-15-19-31-38,stage3_native_combined552,geometry_first_random_sweep,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0010631986892377,0.1605686843395233,584326272.0,579925952.0,,,,,,,,,False,False
40,S3R24L64_N40_B13_uncertainty_calibration,b85ba16e4db50b3e,22-23-25-27-28-30-24-34-4-2-6-26-21-16-11-31-36-1-3-5-7-8-10-12-13-15-17-18-20-0-39-19-29-9-14-32-33-35-37-38,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0009516127437336,0.1718923896551132,586396288.0,579926912.0,,,,,,,,,False,False
40,S3R24L64_N40_B14_diversity_coverage,2988e56a2f6858d2,0-37-28-15-24-19-34-27-4-7-36-9-10-35-26-33-12-29-2-25-18-23-20-39-32-3-16-17-22-31-30-13-8-21-38-11-6-1-14-5,stage3_native_combined552,geometry_first_random_sweep,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0011485806799669,0.1689211428165435,583967360.0,579925056.0,,,,,,,,,False,False
40,S3R24L64_N40_B15_diversity_coverage,14e65401d5dd06f8,15-32-5-34-29-8-13-2-23-4-31-26-21-10-7-20-11-38-37-24-19-16-39-0-25-18-3-6-35-12-33-14-9-28-17-30-27-36-1-22,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0010186854147491,0.1579287350177765,583294976.0,579926016.0,,,,,,,,,False,False
40,S3R24L64_N40_B16_diversity_coverage,f25e144b16dbcb4d,9-36-33-8-7-16-23-12-5-2-21-18-37-34-25-6-15-26-3-32-1-24-35-28-19-4-39-14-31-30-29-20-11-38-13-22-17-0-27-10,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0011747723910957,0.1691029071807861,586287488.0,579926080.0,,,,,,,,,False,False
40,S3R24L64_N40_B17_diversity_coverage,f44b5129283f065b,8-37-6-5-2-17-26-15-24-23-22-27-32-33-12-7-30-31-28-39-38-1-18-9-34-11-14-29-16-25-36-21-20-35-10-13-4-19-0-3,stage3_native_combined552,geometry_first_random_sweep,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.001036680686127,0.1692833453416824,584457024.0,579925184.0,,,,,,,,,False,False
40,S3R24L64_N40_B18_tradeoff_probe,6f26a42605f7b8eb,35-36-5-26-39-22-37-34-11-18-23-8-27-28-33-4-31-14-9-30-25-0-3-6-17-38-19-10-15-32-13-24-21-12-1-16-7-20-29-2,stage3_native_combined552,geometry_first_random_sweep,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0011591740185394,0.1659919619560241,584591488.0,579926464.0,,,,,,,,,False,False
40,S3R24L64_N40_B19_tradeoff_probe,17709b55cd2df96c,29-30-13-20-1-2-27-38-7-22-35-32-19-6-9-14-11-28-3-16-23-24-5-34-21-12-33-26-31-10-37-18-15-8-39-36-17-4-25-0,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0010814771626144,0.1590977013111114,583097088.0,579926016.0,,,,,,,,,False,False
40,S3R24L64_N40_B20_tradeoff_probe,487a79ff3d38abb8,25-10-33-16-29-34-1-6-13-0-31-20-19-26-27-18-23-32-5-36-35-22-37-8-17-12-7-14-39-28-15-24-9-30-3-38-21-4-11-2,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0013657823437824,0.1546751409769058,584047232.0,579924800.0,,,,,,,,,False,False
40,S3R24L64_N40_B21_sentinel_control,06aac074db1c5325,37-28-17-24-29-18-39-32-7-34-33-14-9-8-11-16-5-12-13-30-31-10-19-4-1-22-23-20-3-38-35-0-25-2-27-36-15-6-21-26,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0012227803235873,0.1619139313697815,587438016.0,579924800.0,,,,,,,,,False,False
40,S3R24L64_N40_B22_sentinel_control,8229fb93c4d72263,22-5-8-31-32-3-18-35-6-17-12-37-16-33-30-19-10-23-36-29-26-1-24-15-2-21-0-7-28-11-4-13-34-39-14-9-20-27-38-25,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0011096128518488,0.1586716175079345,585093632.0,579926016.0,,,,,,,,,False,False
40,S3R24L64_N40_B23_exploitation_reference,31eb3c72613d8e65,0-2-4-6-8-10-12-14-16-18-20-38-36-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,5.95808796788333e-05,0.1540761291980743,581783552.0,579927552.0,,,,,,,,,False,False
40,S3R24L64_N40_B24_exploitation_reference,06477238e66665b0,0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-21-17-15-13-11-9-7-5-3-1-19-23-25-27-29-31-33-35-37-39,stage3_native_combined552,combined108_known_best_mutation,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002177569813284,0.1537862718105316,582096064.0,579926464.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B01_graph_pointer,fd4d2251d26e8fe6,0-2-4-6-8-10-12-14-16-18-20-22-21-19-17-15-13-11-9-7-5-3-1-23,stage3_native_combined552,graph_pointer_greedy,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,8.404852360399673e-05,0.1512167304754257,581126080.0,579944640.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B02_surrogate_top,d32aa3c0deee7cee,16-12-0-2-4-8-14-20-18-10-6-22-15-17-21-11-5-1-7-13-9-3-23-19,stage3_native_combined552,surrogate_top_predicted,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002424270824121,0.1497802585363388,583834816.0,579944128.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B03_hybrid_agree,3ed2ee05e4bdb6d7,22-18-12-16-10-20-2-4-14-6-0-8-17-13-7-11-1-3-15-9-5-21-19-23,stage3_native_combined552,hybrid_gnn_surrogate_agreement,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002418987551209,0.1546439528465271,582266176.0,579944320.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B04_hybrid_disagree,c86e84008b3b4d7a,20-2-0-22-14-10-18-6-16-12-8-4-3-17-19-23-15-13-11-1-9-5-7-21,stage3_native_combined552,hybrid_gnn_surrogate_disagreement,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001531527886982,0.1598571240901947,583702528.0,579944128.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B05_uncertainty,738249755687c0ee,18-20-14-4-2-0-22-16-8-6-12-10-7-9-21-1-15-19-11-13-23-17-3-5,stage3_native_combined552,uncertainty_calibration,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002087068096443,0.1554678678512573,583412992.0,579943296.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B06_diversity,9f02dd3082df3ba3,18-22-20-14-4-8-6-10-16-12-0-2-7-9-17-23-15-21-11-3-13-19-1-5,stage3_native_combined552,diversity_coverage,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.000223823039505,0.1539438366889953,583285568.0,579944128.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B07_sentinel,cd2eef365a3f8007,20-18-14-12-4-8-22-10-16-6-2-0-1-5-15-13-21-17-23-19-11-9-7-3,stage3_native_combined552,sentinel_control,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001576931415456,0.1516375094652176,582095296.0,579944256.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B08_n24_calibration,a3d01febcc3c76d5,22-20-18-16-14-12-10-8-6-4-2-0-11-9-7-5-3-1-13-15-17-19-21-23,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,5.9892929130000994e-05,0.1561369895935058,581614144.0,579944768.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B09_n24_calibration,74287c57c37ad8ad,21-19-17-15-13-1-3-5-7-9-11-22-20-18-16-14-12-10-8-6-4-2-0-23,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,6.351935553539079e-05,0.1581111848354339,584158592.0,579944832.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B10_n24_calibration,3d047ed7bdb52c04,20-22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16-18,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,3.273940910730744e-05,0.1578422635793686,583110016.0,579944384.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B11_n24_calibration,e610e670cf7e8ddf,22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16-18-20,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,4.1137876905850135e-05,0.1561603546142578,583126336.0,579943616.0,,,,,,,,,False,False
24,S3R34N32INF_N24_B12_n24_calibration,bbf7e8cd5047024f,19-21-23-0-2-4-6-8-10-12-14-16-18-20-22-11-1-3-5-7-9-13-15-17,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,5.430529381555971e-05,0.1596519500017166,585878784.0,579943488.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B01_graph_pointer,95f7f97002b46e8c,0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-3-1-39,stage3_native_combined552,graph_pointer_greedy,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002823198738042,0.156105950474739,582261824.0,579926528.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B02_surrogate_top,28bd415a5dd9405d,38-28-18-34-24-26-14-20-4-0-10-12-30-36-32-22-16-2-6-8-35-39-17-1-33-7-3-23-5-27-15-9-25-29-37-13-11-21-19-31,stage3_native_combined552,surrogate_top_predicted,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0006737644011991,0.1560283899307251,584050560.0,579926080.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B03_hybrid_agree,47979034a3c4fcc9,10-16-14-24-28-32-12-6-20-26-38-4-36-30-22-18-34-8-2-0-39-21-19-9-31-13-3-1-11-17-7-15-25-29-23-5-33-27-35-37,stage3_native_combined552,hybrid_gnn_surrogate_agreement,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0007187606411207,0.1526638865470886,583502784.0,579925376.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B04_hybrid_disagree,6ef39869b256faf6,20-30-38-12-18-14-28-26-6-36-0-4-2-10-16-24-34-32-22-8-31-15-35-33-29-13-7-9-5-23-3-17-21-19-25-11-39-37-27-1,stage3_native_combined552,hybrid_gnn_surrogate_disagreement,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0007251808672208,0.1524647027254104,582093376.0,579926464.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B05_uncertainty,786d848187a4a6d0,28-38-22-12-2-34-16-10-4-18-36-20-0-32-30-26-24-14-8-6-17-29-11-37-35-31-19-5-9-25-15-13-3-23-7-21-33-39-27-1,stage3_native_combined552,uncertainty_calibration,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0007050070043987,0.1488805264234542,583357120.0,579926464.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B06_diversity,56bfd1e62ace1007,38-34-32-20-28-12-10-26-24-16-6-2-0-30-8-14-36-18-4-22-21-29-19-27-31-25-39-11-9-7-1-13-33-35-23-15-3-17-5-37,stage3_native_combined552,diversity_coverage,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0006026536907484,0.1472502499818802,585624640.0,579925120.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B07_sentinel,01903efea4d8a963,6-34-28-22-10-20-26-30-16-18-36-12-14-24-38-0-4-2-8-32-35-33-7-23-39-19-5-11-31-29-1-15-17-37-3-9-13-21-27-25,stage3_native_combined552,sentinel_control,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0006454233700878,0.1492619067430496,583033216.0,579926080.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B08_n40_best_near,9d1784d70d5b84be,0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-38-36-34-32-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,stage3_native_combined552,N40_new_best_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,5.696606240235269e-05,0.1578764021396637,582174208.0,579926528.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B09_n40_best_near,0aa79fbe62a33062,3-5-7-9-30-32-34-36-38-28-26-24-22-20-18-16-14-12-10-8-6-4-2-0-1-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39,stage3_native_combined552,N40_new_best_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,9.528287046123296e-05,0.162568524479866,581909696.0,579928064.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B10_n40_best_near,4d055832f3b55fd0,4-2-0-6-8-10-12-14-16-18-20-38-36-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,stage3_native_combined552,N40_new_best_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,6.680645856249612e-05,0.1554957032203674,581764736.0,579927616.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B11_n40_best_near,b6ff798caa72e455,16-14-12-10-8-6-4-2-0-18-20-22-24-26-28-30-32-34-36-38-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,stage3_native_combined552,N40_new_best_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001003126781142,0.1535033136606216,582332992.0,579927552.0,,,,,,,,,False,False
40,S3R34N32INF_N40_B12_n40_best_near,6fce9d27a14e11c7,9-11-13-15-17-19-22-24-26-28-30-32-34-36-38-20-18-16-14-12-10-8-6-4-2-0-7-5-3-1-21-23-25-27-29-31-33-35-37-39,stage3_native_combined552,N40_new_best_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001675558778515,0.1616613566875457,584678912.0,579927808.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B01_n24_u2_near,20f0cfa79dbd908a,23-21-19-17-15-13-1-3-5-7-9-11-0-2-4-6-8-10-12-14-16-18-20-22,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,6.897021739860065e-05,0.1602467745542526,582333952.0,579944704.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B02_n24_u2_near,8f5a56f5e692f4e9,22-20-18-16-14-12-10-8-6-4-2-0-11-17-15-13-1-3-5-7-9-19-21-23,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,8.142532624333398e-05,0.1593355387449264,583416192.0,579944448.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B03_n24_u2_near,99dd3ff3d40a7fda,22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-10-18-16-14-12-20,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,4.4721904259859e-05,0.1561453342437744,583116032.0,579944320.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B04_n24_u2_near,522de358bb7a8a67,22-11-1-9-7-5-3-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16-18-20,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,4.713229418484843e-05,0.1570424288511276,582759168.0,579943616.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B05_n24_u2_near,46b6e477e4e536e0,20-22-11-1-3-5-7-9-13-15-17-19-21-23-4-2-0-6-8-10-12-14-16-18,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,6.92875792083214e-05,0.1577739268541336,582638016.0,579944384.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B06_n24_u2_near,e1c4d764f48828dd,22-20-18-16-14-12-10-8-6-4-2-0-11-15-13-1-3-5-7-9-17-19-21-23,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,8.698377223481657e-05,0.1596149206161499,583114752.0,579943744.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B07_n24_u2_near,effa6d39473b8bb7,23-22-20-18-16-14-12-10-8-6-4-2-0-11-9-7-5-3-1-13-15-17-19-21,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,5.00061778438976e-05,0.1556139588356018,581409152.0,579944832.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B08_n24_u2_near,e74bdb4d6daa213a,20-22-11-1-3-5-7-23-21-19-17-15-13-9-0-2-4-6-8-10-12-14-16-18,stage3_native_combined552,N24_calibration_neighborhood,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,3.7988751273587695e-05,0.1621344983577728,592035328.0,579944576.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B09_hybrid_agree,43dd1861f2bc5bf9,2-18-20-16-12-6-4-10-0-8-22-14-7-1-9-15-17-13-11-3-19-21-23-5,stage3_native_combined552,hybrid_gnn_surrogate_agreement,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.000202524353881,0.1511734724044799,583692736.0,579944512.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B10_surrogate_top,6d184d82a7abad45,2-4-16-12-10-8-18-22-6-20-14-0-13-17-19-23-15-11-5-9-21-1-3-7,stage3_native_combined552,surrogate_top_predicted,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001885180240606,0.1577580869197845,582958208.0,579944256.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B11_hybrid_agree,9b849ad6165f9a07,14-12-0-4-8-18-22-10-6-20-16-2-1-5-9-19-23-11-3-21-7-17-15-13,stage3_native_combined552,hybrid_gnn_surrogate_agreement,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001821464500153,0.1570386588573455,582195008.0,579944128.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B12_surrogate_top,efb35261339af161,4-10-0-18-20-22-12-8-16-14-6-2-1-11-3-15-13-23-7-5-17-19-9-21,stage3_native_combined552,surrogate_top_predicted,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002064426553261,0.1496064215898513,583212096.0,579944320.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B13_surrogate_top,494e288b2a39a7f0,4-0-22-16-10-18-8-12-2-6-20-14-13-3-1-7-19-15-23-17-21-9-11-5,stage3_native_combined552,surrogate_top_predicted,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002815967886817,0.1499830037355423,581689600.0,579944064.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B14_surrogate_top,f3c4bea6a8cb326e,6-8-0-12-10-20-18-2-22-16-14-4-3-11-23-13-15-19-5-21-1-7-9-17,stage3_native_combined552,surrogate_top_predicted,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002263255041725,0.1560091227293014,582624064.0,579944064.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B15_surrogate_top,e7d4c44a39b62ccd,4-16-22-14-0-12-20-2-18-8-10-6-7-11-13-21-9-15-3-17-23-19-1-5,stage3_native_combined552,surrogate_top_predicted,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002380475223162,0.1531964242458343,581450688.0,579943296.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B16_surrogate_top,01778e1f6d29a067,6-18-2-14-8-10-0-16-4-12-22-20-21-7-19-13-17-23-15-11-1-9-3-5,stage3_native_combined552,surrogate_top_predicted,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001946740942457,0.1556887030601501,585390848.0,579944512.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B17_diversity,5ccfdae24095dd12,2-7-12-17-22-3-8-13-18-23-4-9-14-19-0-5-10-15-20-1-6-11-16-21,stage3_native_combined552,diversity_coverage,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0005505187583594,0.1519718170166015,581337792.0,579942848.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B18_graph_pointer,0ad102f2eaec54c2,2-7-0-3-10-12-17-20-8-11-16-18-1-5-14-9-4-6-23-21-13-15-19-22,stage3_native_combined552,graph_pointer_temperature_sampled,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002313458730895,0.1603628247976303,585924800.0,579943552.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B19_graph_pointer,5a8a3a7f7fdfa8fc,2-4-6-7-0-5-12-17-10-22-23-21-18-8-19-15-13-11-14-16-20-9-3-1,stage3_native_combined552,graph_pointer_temperature_sampled,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002318852484677,0.1731639057397842,582702336.0,579944256.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B20_graph_pointer,cc4ae946f5789d20,6-8-2-1-18-14-16-4-7-0-10-12-22-20-19-17-15-11-3-5-9-13-23-21,stage3_native_combined552,graph_pointer_temperature_sampled,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0001901917951272,0.1607173234224319,584000640.0,579943424.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B21_graph_pointer,c80ea11fb2da604a,2-4-12-14-16-8-6-1-0-5-7-18-3-19-15-13-11-10-21-23-22-20-17-9,stage3_native_combined552,graph_pointer_temperature_sampled,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.0002189582201026,0.1719127595424652,581934400.0,579943808.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B22_diversity,0600acdc2dcb4198,8-3-22-17-12-7-2-21-16-11-6-1-20-15-10-5-0-19-14-9-4-23-18-13,stage3_native_combined552,diversity_coverage,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.000534943341222,0.1557627022266388,581765824.0,579943808.0,,,,,,,,,False,False
24,S3R39N2440B60_N24_B23_graph_pointer,c2aac9cb62b52be0,8-2-5-22-19-18-21-14-6-4-0-11-13-23-12-3-10-16-20-15-9-1-17-7,stage3_native_combined552,graph_pointer_temperature_sampled,,,,,True,PASS_TEACHER_FIELDS_EXTRACTED,,0.000382078932489,0.1633279919624328,585695104.0,579942976.0,,,,,,,,,False,False
