run_id,batch_name,n,handoff_strategy_name,original_run12_candidate_id,candidate_family,selection_bucket,predicted_reward_mean_all,predicted_rank_within_n,source_order_json,order_hash,job_name,case_dir,scan_order_json,cae_path,inp_path,jnl_path,generation_log_path,teacher_validated,teacher_validation_status,solver_status,scan_order
run_14_batch20_cae_inp_generation,stage3_run13_batch20_surrogate_screened_v01,24,S3B20_N24_B01_surrogate_top,RUN12_N24_C03770,mutation,surrogate_top,0.8347378384911193,2,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\scan_orders\scan_order_S3B20_N24_B01_surrogate_top.json,f52328be9b886aa6,J2D_S3B20_N24_B01_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B01_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B01_surrogate_top\scan_order_S3B20_N24_B01_surrogate_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B01_surrogate_top\J2D_S3B20_N24_B01_surrogate_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B01_surrogate_top\J2D_S3B20_N24_B01_surrogate_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B01_surrogate_top\J2D_S3B20_N24_B01_surrogate_top.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B01_surrogate_top\J2D_S3B20_N24_B01_surrogate_top.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,2,4,6,8,10,12,22,20,18,16,14,1,3,5,7,9,11,13,15,17,19,21,23]"
run_14_batch20_cae_inp_generation,stage3_run13_batch20_surrogate_screened_v01,24,S3B20_N24_B02_diversity_top,RUN12_N24_C03804,mutation,diversity_top,0.719315156280346,169,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\scan_orders\scan_order_S3B20_N24_B02_diversity_top.json,86481d26a31f8c7e,J2D_S3B20_N24_B02_diversity_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B02_diversity_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B02_diversity_top\scan_order_S3B20_N24_B02_diversity_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B02_diversity_top\J2D_S3B20_N24_B02_diversity_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B02_diversity_top\J2D_S3B20_N24_B02_diversity_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B02_diversity_top\J2D_S3B20_N24_B02_diversity_top.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B02_diversity_top\J2D_S3B20_N24_B02_diversity_top.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[3,5,7,9,11,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,1]"
run_14_batch20_cae_inp_generation,stage3_run13_batch20_surrogate_screened_v01,24,S3B20_N24_B03_method_c_inspired,RUN12_N24_C03389,method_c_inspired,method_c_inspired,0.5489598384131847,560,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\scan_orders\scan_order_S3B20_N24_B03_method_c_inspired.json,cd519fa4db1b9112,J2D_S3B20_N24_B03_method_c_inspired,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B03_method_c_inspired,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B03_method_c_inspired\scan_order_S3B20_N24_B03_method_c_inspired.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B03_method_c_inspired\J2D_S3B20_N24_B03_method_c_inspired.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B03_method_c_inspired\J2D_S3B20_N24_B03_method_c_inspired.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B03_method_c_inspired\J2D_S3B20_N24_B03_method_c_inspired.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B03_method_c_inspired\J2D_S3B20_N24_B03_method_c_inspired.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,12,10,13,15,16,18,19,21,22]"
run_14_batch20_cae_inp_generation,stage3_run13_batch20_surrogate_screened_v01,24,S3B20_N24_B04_surrogate_top,RUN12_N24_C03428,mutation,surrogate_top,0.82620638507642,3,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\scan_orders\scan_order_S3B20_N24_B04_surrogate_top.json,85ba9118903cc6ba,J2D_S3B20_N24_B04_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B04_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B04_surrogate_top\scan_order_S3B20_N24_B04_surrogate_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B04_surrogate_top\J2D_S3B20_N24_B04_surrogate_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B04_surrogate_top\J2D_S3B20_N24_B04_surrogate_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B04_surrogate_top\J2D_S3B20_N24_B04_surrogate_top.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B04_surrogate_top\J2D_S3B20_N24_B04_surrogate_top.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,23,21,19]"
run_14_batch20_cae_inp_generation,stage3_run13_batch20_surrogate_screened_v01,24,S3B20_N24_B05_surrogate_top,RUN12_N24_C03479,mutation,surrogate_top,0.8222931238041691,4,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\scan_orders\scan_order_S3B20_N24_B05_surrogate_top.json,e8ecb4b55f4470e7,J2D_S3B20_N24_B05_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B05_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B05_surrogate_top\scan_order_S3B20_N24_B05_surrogate_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B05_surrogate_top\J2D_S3B20_N24_B05_surrogate_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B05_surrogate_top\J2D_S3B20_N24_B05_surrogate_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B05_surrogate_top\J2D_S3B20_N24_B05_surrogate_top.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N24S3B20_N24_B05_surrogate_top\J2D_S3B20_N24_B05_surrogate_top.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,4,8,2,6,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]"
run_14_batch20_cae_inp_generation,stage3_run13_batch20_surrogate_screened_v01,40,S3B20_N40_B01_surrogate_top,RUN12_N40_C06776,mutation,surrogate_top,0.8395447829355638,2,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\scan_orders\scan_order_S3B20_N40_B01_surrogate_top.json,bb2b5c78d79354aa,J2D_S3B20_N40_B01_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B01_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B01_surrogate_top\scan_order_S3B20_N40_B01_surrogate_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B01_surrogate_top\J2D_S3B20_N40_B01_surrogate_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B01_surrogate_top\J2D_S3B20_N40_B01_surrogate_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B01_surrogate_top\J2D_S3B20_N40_B01_surrogate_top.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B01_surrogate_top\J2D_S3B20_N40_B01_surrogate_top.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3,1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]"
run_14_batch20_cae_inp_generation,stage3_run13_batch20_surrogate_screened_v01,40,S3B20_N40_B02_diversity_top,RUN12_N40_C06615,mutation,diversity_top,0.7894239870934516,153,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\scan_orders\scan_order_S3B20_N40_B02_diversity_top.json,c633a4543b21db90,J2D_S3B20_N40_B02_diversity_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B02_diversity_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B02_diversity_top\scan_order_S3B20_N40_B02_diversity_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B02_diversity_top\J2D_S3B20_N40_B02_diversity_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B02_diversity_top\J2D_S3B20_N40_B02_diversity_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B02_diversity_top\J2D_S3B20_N40_B02_diversity_top.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B02_diversity_top\J2D_S3B20_N40_B02_diversity_top.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3]"
run_14_batch20_cae_inp_generation,stage3_run13_batch20_surrogate_screened_v01,40,S3B20_N40_B03_method_c_inspired,RUN12_N40_C06558,method_c_inspired,method_c_inspired,0.5629030228423816,643,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\scan_orders\scan_order_S3B20_N40_B03_method_c_inspired.json,dbc1fd6afa741696,J2D_S3B20_N40_B03_method_c_inspired,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B03_method_c_inspired,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B03_method_c_inspired\scan_order_S3B20_N40_B03_method_c_inspired.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B03_method_c_inspired\J2D_S3B20_N40_B03_method_c_inspired.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B03_method_c_inspired\J2D_S3B20_N40_B03_method_c_inspired.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B03_method_c_inspired\J2D_S3B20_N40_B03_method_c_inspired.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B03_method_c_inspired\J2D_S3B20_N40_B03_method_c_inspired.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,39,19,29,9,14,24,34,4,2,6,26,21,16,11,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]"
run_14_batch20_cae_inp_generation,stage3_run13_batch20_surrogate_screened_v01,40,S3B20_N40_B04_surrogate_top,RUN12_N40_C06588,mutation,surrogate_top,0.838407207071885,3,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\scan_orders\scan_order_S3B20_N40_B04_surrogate_top.json,6a6614d60f60eda1,J2D_S3B20_N40_B04_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B04_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B04_surrogate_top\scan_order_S3B20_N40_B04_surrogate_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B04_surrogate_top\J2D_S3B20_N40_B04_surrogate_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B04_surrogate_top\J2D_S3B20_N40_B04_surrogate_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B04_surrogate_top\J2D_S3B20_N40_B04_surrogate_top.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B04_surrogate_top\J2D_S3B20_N40_B04_surrogate_top.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]"
run_14_batch20_cae_inp_generation,stage3_run13_batch20_surrogate_screened_v01,40,S3B20_N40_B05_surrogate_top,RUN12_N40_C06597,mutation,surrogate_top,0.838407207071885,4,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_run_13_batch20_surrogate_screened_teacher_handoff\scan_orders\scan_order_S3B20_N40_B05_surrogate_top.json,bae7306ba5472703,J2D_S3B20_N40_B05_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B05_surrogate_top,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B05_surrogate_top\scan_order_S3B20_N40_B05_surrogate_top.json,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B05_surrogate_top\J2D_S3B20_N40_B05_surrogate_top.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B05_surrogate_top\J2D_S3B20_N40_B05_surrogate_top.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B05_surrogate_top\J2D_S3B20_N40_B05_surrogate_top.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run13_batch20_surrogate_screened_v01\N40S3B20_N40_B05_surrogate_top\J2D_S3B20_N40_B05_surrogate_top.generation_log.json,False,NOT_RUN,NOT_SUBMITTED,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,35,33,31,29,27,25,37,39]"
