n,order_json,order_compact,order_hash,ppo_v02_checkpoint,ppo_seed,rollout_seed,ppo_generation_mode,predicted_reward,mean_pred_reward,std_pred_reward,conservative_reward,duplicate_vs_training_reference,minimum_hamming_distance_to_training_reference,mean_hamming_distance_to_training_reference,candidate_source,teacher_validated,abaqus_validated,mean_abs_jump,max_abs_jump,adjacent_fraction,parity_switch_fraction,early_center_bias,early_edge_bias,early_spread_proxy
24,"[21,3,17,7,9,13,5,11,1,15,19,23,0,2,20,22,18,4,6,8,12,14,10,16]","21,3,17,7,9,13,5,11,1,15,19,23,0,2,20,22,18,4,6,8,12,14,10,16",b866be6171ed64fd,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660817,stochastic,0.6549937951091864,0.6406011416515023,0.023804912332273116,0.6286986854853657,False,18,22.484848484848484,PPO_v02_checkpoint_inference,False,False,7.695652173913044,23.0,0.0,0.043478260869565216,0.463768115942029,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,1,15,11,19,23,0,2,18,20,22,4,8,10,12,6,14,16]","21,17,3,7,9,13,5,1,15,11,19,23,0,2,18,20,22,4,8,10,12,6,14,16",86a880eb12d5a2af,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660818,stochastic,0.6504002137146199,0.6428188395272829,0.023451464753620112,0.6310931071504728,False,18,22.242424242424242,PPO_v02_checkpoint_inference,False,False,6.826086956521739,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,1,15,11,23,19,0,2,18,20,22,4,8,10,12,6,14,16]","21,17,3,7,9,13,5,1,15,11,23,19,0,2,18,20,22,4,8,10,12,6,14,16",28bb2fad0bc33898,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660819,stochastic,0.6538127335762672,0.6432147524592745,0.0232949148677416,0.6315672950254037,False,19,22.40909090909091,PPO_v02_checkpoint_inference,False,False,6.826086956521739,19.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,7,3,9,13,5,1,19,11,15,23,2,18,0,20,22,4,8,10,12,14,6,16]","21,17,7,3,9,13,5,1,19,11,15,23,2,18,0,20,22,4,8,10,12,14,6,16",46b3c2d2ceca0a7f,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660820,stochastic,0.6516509691393213,0.6279927633137441,0.02992657019026218,0.613029478218613,False,18,22.38888888888889,PPO_v02_checkpoint_inference,False,False,8.73913043478261,21.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,1,11,15,23,19,0,18,2,20,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,5,1,11,15,23,19,0,18,2,20,22,4,8,10,12,14,6,16",3db72c991720d30f,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660821,stochastic,0.6584063149708338,0.6448609210637501,0.024420930710872688,0.6326504557083138,False,17,22.353535353535353,PPO_v02_checkpoint_inference,False,False,8.043478260869565,19.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,1,11,15,19,23,0,20,2,18,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,5,1,11,15,19,23,0,20,2,18,22,4,8,10,12,14,6,16",6971ce5360c58d05,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660822,stochastic,0.6549937951091864,0.6457235871040483,0.02514180500954216,0.6331526845992772,False,18,22.181818181818183,PPO_v02_checkpoint_inference,False,False,8.217391304347826,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,1,5,11,15,19,23,0,2,18,20,22,4,8,6,12,14,10,16]","21,17,3,7,9,13,1,5,11,15,19,23,0,2,18,20,22,4,8,6,12,14,10,16",21182e565021f102,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660823,stochastic,0.6618605894466809,0.6422146150305221,0.031144731163380613,0.6266422494488318,False,18,22.666666666666668,PPO_v02_checkpoint_inference,False,False,6.478260869565218,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,7,3,13,9,1,5,11,23,19,15,18,0,2,22,4,20,8,10,12,14,6,16]","21,17,7,3,13,9,1,5,11,23,19,15,18,0,2,22,4,20,8,10,12,14,6,16",1d01a2d95b04a91b,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660824,stochastic,0.6603521472646078,0.6287085626704549,0.0384256102143503,0.6094957575632798,False,18,22.18686868686869,PPO_v02_checkpoint_inference,False,False,7.956521739130435,20.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,7,17,3,9,13,5,11,1,15,19,23,0,2,20,18,22,4,8,10,12,14,6,16]","21,7,17,3,9,13,5,11,1,15,19,23,0,2,20,18,22,4,8,10,12,14,6,16",4c0ebc86de6ee13f,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660825,stochastic,0.6549937951091864,0.6443290228062479,0.022807070615045708,0.6329254874987251,False,19,22.444444444444443,PPO_v02_checkpoint_inference,False,False,8.217391304347826,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,1,5,11,15,19,23,0,18,2,20,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,1,5,11,15,19,23,0,18,2,20,22,4,8,10,12,14,6,16",b7d42f69f3bae344,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660826,stochastic,0.6618605894466809,0.6420414414629325,0.03138251905522504,0.62635018193532,False,17,22.36868686868687,PPO_v02_checkpoint_inference,False,False,8.043478260869565,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,3,17,7,9,13,11,5,1,15,19,23,18,0,2,20,22,4,8,10,12,14,6,16]","21,3,17,7,9,13,11,5,1,15,19,23,18,0,2,20,22,4,8,10,12,14,6,16",4aee8aac349a317b,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660827,stochastic,0.6584063149708338,0.6424094916746491,0.024384104924900934,0.6302174392121986,False,17,22.07070707070707,PPO_v02_checkpoint_inference,False,False,7.521739130434782,18.0,0.0,0.043478260869565216,0.463768115942029,0.5362318840579711,0.782608695652174
24,"[21,17,9,3,7,13,11,1,5,15,23,19,0,2,18,20,22,4,8,10,12,14,16,6]","21,17,9,3,7,13,11,1,5,15,23,19,0,2,18,20,22,4,8,10,12,14,16,6",2787d56283adab1b,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660828,stochastic,0.6569784379064312,0.6396355302238754,0.02627243465075705,0.6264993128984969,False,17,22.98989898989899,PPO_v02_checkpoint_inference,False,False,6.391304347826087,19.0,0.0,0.043478260869565216,0.46376811594202905,0.536231884057971,0.782608695652174
24,"[21,17,3,7,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16]","21,17,3,7,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16",1136b34c81d35221,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660829,stochastic,0.6618605894466809,0.6500225558517252,0.02806032345474866,0.6359923941243508,False,19,22.494949494949495,PPO_v02_checkpoint_inference,False,False,6.478260869565218,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,1,11,15,19,23,0,2,18,22,20,4,8,10,12,14,6,16]","21,17,3,7,9,13,5,1,11,15,19,23,0,2,18,22,20,4,8,10,12,14,6,16",a90dfde09c779faa,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660830,stochastic,0.6549937951091864,0.6503063940925252,0.026640028271845733,0.6369863799566023,False,18,22.515151515151516,PPO_v02_checkpoint_inference,False,False,6.6521739130434785,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,3,17,7,9,13,5,11,1,15,23,19,0,2,18,20,22,4,8,10,12,14,6,16]","21,3,17,7,9,13,5,11,1,15,23,19,0,2,18,20,22,4,8,10,12,14,6,16",ba1dc44fe77df423,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660831,stochastic,0.6533802090486551,0.6429021349949371,0.02284955800944841,0.6314773559902129,False,17,22.641414141414142,PPO_v02_checkpoint_inference,False,False,8.043478260869565,19.0,0.0,0.043478260869565216,0.463768115942029,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,11,5,1,15,19,23,0,18,2,20,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,11,5,1,15,19,23,0,18,2,20,22,4,8,10,12,14,6,16",4daa1862912bc49c,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660832,stochastic,0.6600199010313651,0.6438994716641192,0.024553147842015493,0.6316228977431114,False,17,22.196969696969695,PPO_v02_checkpoint_inference,False,False,8.043478260869565,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,7,3,9,13,5,1,15,11,19,23,20,0,2,18,22,8,4,10,12,14,6,16]","21,17,7,3,9,13,5,1,15,11,19,23,20,0,2,18,22,8,4,10,12,14,6,16",b1ca2fdae166a3bc,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660833,stochastic,0.6539700919722831,0.635955229184402,0.030139003603469525,0.6208857273826672,False,15,21.28787878787879,PPO_v02_checkpoint_inference,False,False,7.0,20.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,15,11,1,23,19,0,2,18,20,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,5,15,11,1,23,19,0,2,18,20,22,4,8,10,12,14,6,16",73f4b98c4a12e85a,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660834,stochastic,0.6554263196367985,0.6430647645878274,0.022980388769803954,0.6315745702029254,False,18,22.661616161616163,PPO_v02_checkpoint_inference,False,False,7.521739130434782,22.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,1,11,15,19,23,18,0,2,20,22,4,8,10,12,14,16,6]","21,17,3,7,9,13,5,1,11,15,19,23,18,0,2,20,22,4,8,10,12,14,16,6",9ea7de418374cef5,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660835,stochastic,0.6533802090486551,0.647695487707116,0.0260273317851938,0.6346818218145192,False,17,21.828282828282827,PPO_v02_checkpoint_inference,False,False,6.391304347826087,18.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,3,17,7,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16]","21,3,17,7,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,6,14,16",0acc35fd6b7cd73e,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660836,stochastic,0.6618605894466809,0.6467466431908677,0.026043690814470354,0.6337247977836326,False,19,22.671717171717173,PPO_v02_checkpoint_inference,False,False,7.3478260869565215,23.0,0.0,0.043478260869565216,0.463768115942029,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,11,1,15,19,23,20,0,2,18,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,5,11,1,15,19,23,20,0,2,18,22,4,8,10,12,14,6,16",c85bfa80aea79596,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660837,stochastic,0.6549937951091864,0.6441478612386053,0.025493696790533798,0.6314010128433385,False,16,21.68686868686869,PPO_v02_checkpoint_inference,False,False,7.173913043478261,20.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,5,13,1,11,15,19,23,0,2,18,22,20,4,8,10,12,14,16,6]","21,17,3,7,9,5,13,1,11,15,19,23,0,2,18,22,20,4,8,10,12,14,16,6",7191f4de6f31d802,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660838,stochastic,0.6528478050876951,0.638840317623402,0.03695138559481235,0.6203646248259959,False,17,22.68686868686869,PPO_v02_checkpoint_inference,False,False,6.739130434782608,23.0,0.0,0.043478260869565216,0.5362318840579711,0.46376811594202905,0.782608695652174
24,"[21,17,3,7,9,13,1,5,11,15,19,23,0,2,4,20,18,22,8,10,12,14,6,16]","21,17,3,7,9,13,1,5,11,15,19,23,0,2,4,20,18,22,8,10,12,14,6,16",a309d3039900ec1a,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660839,stochastic,0.6614110983428475,0.6122095289344698,0.03335462157278685,0.5955322181480763,False,17,22.61111111111111,PPO_v02_checkpoint_inference,False,False,6.478260869565218,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,1,15,11,19,23,18,0,2,20,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,5,1,15,11,19,23,18,0,2,20,22,4,8,10,12,14,6,16",1b0b1dc96113bb1b,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660840,stochastic,0.6538127335762672,0.6435491909625386,0.024071901027650177,0.6315132404487135,False,16,21.63131313131313,PPO_v02_checkpoint_inference,False,False,7.0,18.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,1,15,11,19,23,0,2,18,20,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,5,1,15,11,19,23,0,2,18,20,22,4,8,10,12,14,6,16",757675001c921a4f,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660841,stochastic,0.6504002137146199,0.6445437961688303,0.02327651117191204,0.6329055405828743,False,18,22.242424242424242,PPO_v02_checkpoint_inference,False,False,7.0,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,1,11,15,23,19,0,2,18,20,22,4,8,10,12,14,16,6]","21,17,3,7,9,13,5,1,11,15,23,19,0,2,18,20,22,4,8,10,12,14,16,6",d1c3155586a517d1,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660842,stochastic,0.6533802090486551,0.6490499296455685,0.025056071767422715,0.6365218937618572,False,16,22.606060606060606,PPO_v02_checkpoint_inference,False,False,6.391304347826087,19.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,7,3,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,14,16,6]","21,17,7,3,9,13,5,1,11,15,19,23,0,2,18,20,22,4,8,10,12,14,16,6",5a3e5b67b567e659,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660843,stochastic,0.6549937951091864,0.6519838880451807,0.02582757601064551,0.639070100039858,False,18,22.373737373737374,PPO_v02_checkpoint_inference,False,False,6.391304347826087,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,1,5,11,19,15,23,0,2,20,18,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,1,5,11,19,15,23,0,2,20,18,22,4,8,10,12,14,6,16",892b5921734eec3a,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660844,stochastic,0.6549937951091864,0.6401090427939565,0.02900652965213822,0.6256057779678874,False,18,22.833333333333332,PPO_v02_checkpoint_inference,False,False,7.173913043478261,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,13,3,7,9,1,5,11,15,19,0,23,2,18,20,22,4,8,10,12,14,6,16]","21,17,13,3,7,9,1,5,11,15,19,0,23,2,18,20,22,4,8,10,12,14,6,16",88d3bbd60e3b8380,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660845,stochastic,0.6059445384219532,0.6076815774205933,0.011793495093361831,0.6017848298739124,False,18,22.57070707070707,PPO_v02_checkpoint_inference,False,False,7.782608695652174,23.0,0.0,0.13043478260869565,0.463768115942029,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,1,11,15,23,19,0,2,18,20,22,4,8,10,12,6,14,16]","21,17,3,7,9,13,5,1,11,15,23,19,0,2,18,20,22,4,8,10,12,6,14,16",9f0e013c84ab3c84,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660846,stochastic,0.6533802090486551,0.6471473446776252,0.025093542804654177,0.6346005732752982,False,18,22.661616161616163,PPO_v02_checkpoint_inference,False,False,6.478260869565218,19.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,13,7,9,5,1,15,11,19,23,0,18,2,20,22,4,8,10,12,14,6,16]","21,17,3,13,7,9,5,1,15,11,19,23,0,18,2,20,22,4,8,10,12,14,6,16",797efd5c52377a3d,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660847,stochastic,0.6465771812402208,0.6261062245121352,0.027323677763757766,0.6124443856302563,False,17,21.96969696969697,PPO_v02_checkpoint_inference,False,False,8.565217391304348,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,15,11,1,23,19,0,2,18,20,4,22,8,10,12,14,16,6]","21,17,3,7,9,13,5,15,11,1,23,19,0,2,18,20,4,22,8,10,12,14,16,6",ccf83a50db9cb4df,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660848,stochastic,0.6465771812402208,0.6288035547237487,0.023297705163989792,0.6171547021417538,False,16,22.560606060606062,PPO_v02_checkpoint_inference,False,False,8.304347826086957,22.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,9,7,13,5,11,1,15,23,19,0,2,18,20,4,22,8,10,12,6,14,16]","21,17,3,9,7,13,5,11,1,15,23,19,0,2,18,20,4,22,8,10,12,6,14,16",9b1258a70086de7d,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660849,stochastic,0.6507037443634198,0.6298328794412129,0.025604188378095357,0.6170307852521653,False,18,22.595959595959595,PPO_v02_checkpoint_inference,False,False,8.217391304347826,19.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,3,17,7,13,5,9,1,15,11,23,19,0,2,18,22,20,4,8,10,12,6,14,16]","21,3,17,7,13,5,9,1,15,11,23,19,0,2,18,22,20,4,8,10,12,6,14,16",22c005d9e2541534,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660850,stochastic,0.6404887756147558,0.6191621517706998,0.035464878327855984,0.6014297126067718,False,19,22.994949494949495,PPO_v02_checkpoint_inference,False,False,8.043478260869565,19.0,0.0,0.043478260869565216,0.5217391304347826,0.47826086956521746,0.782608695652174
24,"[21,17,3,7,13,9,5,11,1,19,15,23,0,2,18,8,20,22,4,10,12,14,16,6]","21,17,3,7,13,9,5,11,1,19,15,23,0,2,18,8,20,22,4,10,12,14,16,6",c060502a90a25ae7,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660851,stochastic,0.6523173304239511,0.6287141595989955,0.02355070359571143,0.6169388078011397,False,19,22.636363636363637,PPO_v02_checkpoint_inference,False,False,8.130434782608695,23.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,3,17,7,9,13,11,5,1,15,19,23,0,2,20,18,22,4,8,10,12,14,6,16]","21,3,17,7,9,13,11,5,1,15,19,23,0,2,20,18,22,4,8,10,12,14,6,16",44491d1433af31bc,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660852,stochastic,0.6600199010313651,0.6441160695913613,0.02344453476603221,0.6323938022083452,False,18,22.681818181818183,PPO_v02_checkpoint_inference,False,False,7.695652173913044,23.0,0.0,0.043478260869565216,0.463768115942029,0.5362318840579711,0.782608695652174
24,"[21,3,17,7,13,9,5,11,1,15,19,23,0,18,2,20,4,22,8,10,12,14,6,16]","21,3,17,7,13,9,5,11,1,15,19,23,0,18,2,20,4,22,8,10,12,14,6,16",127c05b37a2cee55,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660853,stochastic,0.6523173304239511,0.6277799962976334,0.028237812316062788,0.613661090139602,False,17,22.348484848484848,PPO_v02_checkpoint_inference,False,False,10.478260869565217,23.0,0.0,0.043478260869565216,0.463768115942029,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,11,1,15,23,19,0,2,18,22,20,4,8,10,12,14,16,6]","21,17,3,7,9,13,5,11,1,15,23,19,0,2,18,22,20,4,8,10,12,14,16,6",0fbf2900eb6eb4f4,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660854,stochastic,0.6584063149708338,0.6443299808723061,0.02321410724484441,0.6327229272498839,False,16,22.42929292929293,PPO_v02_checkpoint_inference,False,False,6.913043478260869,19.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,11,5,1,15,19,23,2,0,18,20,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,11,5,1,15,19,23,2,0,18,20,22,4,8,10,12,14,6,16",384eff2488a5b187,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660855,stochastic,0.6600199010313651,0.645903171268011,0.02502091694861026,0.6333927127937059,False,17,22.252525252525253,PPO_v02_checkpoint_inference,False,False,6.6521739130434785,21.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
24,"[21,17,3,7,9,13,5,11,1,15,19,23,2,0,18,20,22,4,8,10,12,14,6,16]","21,17,3,7,9,13,5,11,1,15,19,23,2,0,18,20,22,4,8,10,12,14,6,16",f2754fe9049b4917,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\ppo_training_v02\checkpoints\N24_seed20260624_maskable_ppo_v02.zip,20260624,22660856,stochastic,0.6549937951091864,0.6434968601581937,0.024514165500651174,0.6312397774078682,False,17,22.045454545454547,PPO_v02_checkpoint_inference,False,False,7.173913043478261,21.0,0.0,0.043478260869565216,0.46376811594202905,0.5362318840579711,0.782608695652174
