n,order_json,order_compact,order_hash,generation_mode,seed,attempt_kind,predicted_surrogate_reward_lex,candidate_source,ppo_checkpoint,teacher_validated,abaqus_validated,legal_order,legality,predicted_reward_u2_primary,predicted_cost_u2_norm,predicted_cost_peeq_norm,predicted_cost_surfacet_norm,predicted_cost_mises_norm,mean_abs_jump,max_abs_jump,adjacent_jump_fraction,parity_switch_fraction,early_center_bias,early_edge_bias,attempt_index,duplicate_order_hash_in_combined552,minimum_hamming_distance_to_sameN_combined552,mean_hamming_distance_to_sameN_combined552,maximum_hamming_distance_to_sameN_combined552,selection_tag,batch_index,strategy_name
24,"[11,1,3,15,23,19,13,21,17,9,7,5,0,6,2,4,8,10,12,16,22,20,18,14]","11,1,3,15,23,19,13,21,17,9,7,5,0,6,2,4,8,10,12,16,22,20,18,14",323fc92635a0ad11,stochastic,22661038,stochastic,0.8246623968805307,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.7401038715007373,0.08651792909848585,0.15777838033953093,0.3405497489696004,0.648765636977511,4.739130434782608,12.0,0.0,0.043478260869565216,0.6086956521739131,0.3913043478260869,415,False,18,22.242105263157896,24,diverse_tophalf,6,PPOV01_N24_B06_diverse_tophalf
24,"[11,3,1,15,23,21,19,13,7,17,9,5,0,2,6,8,4,10,16,18,22,20,14,12]","11,3,1,15,23,21,19,13,7,17,9,5,0,2,6,8,4,10,16,18,22,20,14,12",6e9031851c4fd19e,stochastic,22660876,stochastic,0.8327216689462228,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.7431500592983189,0.08152770673075325,0.16537116931490012,0.381316167436905,0.7050119265726483,5.0,14.0,0.0,0.043478260869565216,0.6376811594202899,0.36231884057971014,253,False,20,23.242105263157896,24,novelty_tophalf,7,PPOV01_N24_B07_novelty_tophalf
24,"[11,1,3,15,21,23,19,17,9,22,13,7,5,0,2,6,4,8,10,12,16,18,20,14]","11,1,3,15,21,23,19,17,9,22,13,7,5,0,2,6,4,8,10,12,16,18,20,14",f61d232781754d8e,stochastic,22661032,stochastic,0.9434726121127123,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.9236936032584462,0.027222479054143163,0.2721983624895583,0.4118108675587177,0.6518358290735613,4.826086956521739,13.0,0.0,0.13043478260869565,0.6376811594202899,0.36231884057971014,409,False,17,21.742105263157896,24,stochastic_highreward,8,PPOV01_N24_B08_stochastic_highreward
40,"[11,1,3,15,21,23,37,31,29,25,39,35,27,33,17,19,13,5,0,7,9,20,24,36,32,30,38,34,22,26,28,18,6,4,8,16,14,12,10,2]","11,1,3,15,21,23,37,31,29,25,39,35,27,33,17,19,13,5,0,7,9,20,24,36,32,30,38,34,22,26,28,18,6,4,8,16,14,12,10,2",5015aabd66c74efa,deterministic,20660623,deterministic,0.7291352256805205,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.706899775362947,0.046262945957826644,0.14558781392432266,0.4821329175146984,0.6458843899214196,6.384615384615385,16.0,0.0,0.07692307692307693,0.49743589743589745,0.5025641025641026,0,False,36,39.63106796116505,40,deterministic,1,PPOV01_N40_B01_deterministic
40,"[11,3,1,15,23,21,29,31,37,39,27,17,33,35,19,25,13,9,0,7,5,20,22,32,36,34,24,26,30,38,28,6,2,18,4,8,10,16,14,12]","11,3,1,15,23,21,29,31,37,39,27,17,33,35,19,25,13,9,0,7,5,20,22,32,36,34,24,26,30,38,28,6,2,18,4,8,10,16,14,12",b3be48f2d4e40a36,stochastic,24260679,stochastic,0.7925207039136701,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.6942990395116668,0.12803337186828273,0.13107964884453308,0.49087773932823303,0.6690326486471866,7.358974358974359,22.0,0.0,0.07692307692307693,0.5692307692307692,0.43076923076923074,56,False,36,39.47572815533981,40,surrogate_top,2,PPOV01_N40_B02_surrogate_top
40,"[11,1,3,15,37,29,21,23,31,35,33,27,39,25,13,17,19,9,7,5,0,6,20,30,36,22,24,26,32,34,38,28,18,14,16,4,2,8,12,10]","11,1,3,15,37,29,21,23,31,35,33,27,39,25,13,17,19,9,7,5,0,6,20,30,36,22,24,26,32,34,38,28,18,14,16,4,2,8,12,10",b63f604e997672fc,stochastic,24260667,stochastic,0.79162402756793,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.7232531016242766,0.07978164659238336,0.11942878523697159,0.4579865198654463,0.6792250389431282,6.794871794871795,22.0,0.0,0.02564102564102564,0.5487179487179487,0.45128205128205134,44,False,36,39.63592233009709,40,surrogate_top,3,PPOV01_N40_B03_surrogate_top
40,"[11,1,3,15,21,17,37,39,29,31,35,13,23,27,25,33,19,9,0,5,7,20,24,32,26,34,22,38,36,30,28,8,6,4,16,18,12,14,10,2]","11,1,3,15,21,17,37,39,29,31,35,13,23,27,25,33,19,9,0,5,7,20,24,32,26,34,22,38,36,30,28,8,6,4,16,18,12,14,10,2",e93f64804bdaeb41,stochastic,24260991,stochastic,0.7800979200243813,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.6857117223763064,0.0960918315498494,0.17063389757391179,0.47090725137868045,0.7071022276826217,7.512820512820513,22.0,0.0,0.07692307692307693,0.5641025641025641,0.43589743589743596,368,False,36,39.679611650485434,40,surrogate_top,4,PPOV01_N40_B04_surrogate_top
40,"[11,3,1,21,15,27,39,35,25,37,31,29,19,23,33,17,7,13,5,0,9,30,20,24,32,38,28,34,36,26,22,16,6,8,12,4,2,14,18,10]","11,3,1,21,15,27,39,35,25,37,31,29,19,23,33,17,7,13,5,0,9,30,20,24,32,38,28,34,36,26,22,16,6,8,12,4,2,14,18,10",88295961bef21668,stochastic,24260670,stochastic,0.6872466171957923,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.6769989320231017,0.14878571101268895,0.10973126783361245,0.4792530506832544,0.6539598797331067,7.923076923076923,21.0,0.0,0.07692307692307693,0.5897435897435896,0.41025641025641024,47,False,36,39.36407766990291,40,diverse_tophalf,5,PPOV01_N40_B05_diverse_tophalf
40,"[11,1,15,3,39,21,23,17,27,37,31,35,33,29,25,19,13,7,5,0,6,9,20,22,24,30,32,36,34,26,38,28,14,18,4,2,8,10,12,16]","11,1,15,3,39,21,23,17,27,37,31,35,33,29,25,19,13,7,5,0,6,9,20,22,24,30,32,36,34,26,38,28,14,18,4,2,8,10,12,16",d8b811f462e44e1f,stochastic,24260636,stochastic,0.7738833867775003,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.67541553564993,0.09405373828491262,0.10385585550336597,0.47753198612732856,0.7183656765636078,7.153846153846154,36.0,0.0,0.07692307692307693,0.5128205128205129,0.4871794871794872,13,False,35,39.65533980582524,40,diverse_tophalf,6,PPOV01_N40_B06_diverse_tophalf
40,"[11,1,3,27,15,21,37,39,33,31,35,23,25,29,17,19,9,5,0,7,13,28,36,38,22,24,20,32,30,34,26,18,6,16,14,12,4,8,10,2]","11,1,3,27,15,21,37,39,33,31,35,23,25,29,17,19,9,5,0,7,13,28,36,38,22,24,20,32,30,34,26,18,6,16,14,12,4,8,10,2",a5ecd0c8859debb5,stochastic,24260862,stochastic,0.7694586120361706,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.7094502775263336,0.06790485140764749,0.17817038819331665,0.47029166282349594,0.6644858602394649,7.102564102564102,24.0,0.0,0.07692307692307693,0.6102564102564103,0.38974358974358975,239,False,38,39.699029126213595,40,novelty_tophalf,7,PPOV01_N40_B07_novelty_tophalf
40,"[11,3,1,15,21,29,35,23,37,39,31,33,19,17,25,27,32,13,9,0,7,5,20,22,38,36,34,26,24,30,28,6,18,10,16,14,4,2,8,12]","11,3,1,15,21,29,35,23,37,39,31,33,19,17,25,27,32,13,9,0,7,5,20,22,38,36,34,26,24,30,28,6,18,10,16,14,4,2,8,12",2ea5741bff7be54f,stochastic,24261060,stochastic,0.7760609826258655,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,False,False,True,legal_permutation,0.6867039362039657,0.12537978902846944,0.1498706953665745,0.4496167342212923,0.6469918168275924,7.205128205128205,22.0,0.0,0.1282051282051282,0.5897435897435898,0.41025641025641024,437,False,36,39.33495145631068,40,stochastic_highreward,8,PPOV01_N40_B08_stochastic_highreward
