batch_option,count,per_N_counts,mean_constrained_score,mean_surrogate_prediction,mean_predicted_u2_guarded_score,mean_penalty_guard_score,mean_penalty_repair_score,mean_N12_recovery_score,mean_N16_recovery_score,mean_variable_N_recovery_score,mean_N40_penalty_repair_score,mean_N40_followup_score,mean_two_stage_repair_score,mean_novelty_distance,candidate_source_composition,overlap_combined432_teacher_orders,overlap_run61,overlap_run56,overlap_run51,overlap_run46,overlap_run41,overlap_run36,overlap_run27,overlap_superseded_run31
option_A_variable_N_recovery_anchor_batch48,48,"{""12"": 12, ""16"": 12, ""24"": 8, ""40"": 16}",0.696951499460214,0.7050959641176598,0.708578000810896,0.701780269647074,0.7031789744527529,0.7047452940683353,0.7044857214064951,0.7043420756095934,0.7031284868349575,0.7037532944691298,0.7037430761011576,0.16493055555555555,"{""N40_followup_penalty_repair"": 5, ""N40_followup_u2_reward_retention"": 5, ""N12_recovery_anchor_top"": 4, ""N16_recovery_anchor_top"": 4, ""N40_followup_two_stage_repair"": 4, ""N24_frozen_reference_maintenance"": 3, ""N12_recovery_anchor_local_search"": 3, ""N16_recovery_anchor_local_search"": 3, ""N40_followup_median_guard"": 2, ""N12_u2_safe_exploitation"": 2, ""N16_u2_safe_exploitation"": 2, ""N24_frozen_penalty_diagnostic"": 2, ""N24_frozen_uncertainty_calibration"": 2, ""N12_penalty_aware_repair"": 1, ""N16_diversity_coverage"": 1, ""N12_uncertainty_calibration"": 1, ""N12_diversity_coverage"": 1, ""N16_uncertainty_calibration"": 1, ""N16_penalty_aware_repair"": 1, ""N24_frozen_diversity_coverage"": 1}",0,0,0,0,0,0,0,0,0
option_B_smallN_recovery_batch32,32,"{""12"": 12, ""16"": 12, ""24"": 4, ""40"": 4}",0.7087752499493315,0.7168633753740568,0.7189286979003545,0.7127410153216696,0.7138059954062261,0.7152563622388702,0.7149809731137725,0.7150187430727908,0.7137861893575739,0.7143686493030834,0.7143923431763275,0.17421874999999998,"{""N12_recovery_anchor_top"": 4, ""N16_recovery_anchor_top"": 4, ""N40_followup_u2_reward_retention"": 4, ""N16_recovery_anchor_local_search"": 3, ""N24_frozen_reference_maintenance"": 3, ""N12_recovery_anchor_local_search"": 3, ""N12_u2_safe_exploitation"": 2, ""N16_u2_safe_exploitation"": 2, ""N12_diversity_coverage"": 1, ""N12_penalty_aware_repair"": 1, ""N12_uncertainty_calibration"": 1, ""N16_uncertainty_calibration"": 1, ""N16_penalty_aware_repair"": 1, ""N16_diversity_coverage"": 1, ""N24_frozen_penalty_diagnostic"": 1}",0,0,0,0,0,0,0,0,0
option_C_optional_N40_followup_batch32,32,"{""24"": 8, ""40"": 24}",0.6378702668310818,0.6450206183184796,0.6560413920731852,0.6427508190507183,0.6462846703084516,0.6492541201996587,0.648897772450317,0.6480663550004071,0.6458348839836654,0.6463715200814253,0.6450234924543667,0.17109375000000002,"{""N40_followup_penalty_repair"": 6, ""N40_followup_u2_reward_retention"": 5, ""N40_followup_two_stage_repair"": 5, ""N24_frozen_reference_maintenance"": 3, ""N40_followup_median_guard"": 3, ""N24_frozen_uncertainty_calibration"": 2, ""N24_frozen_penalty_diagnostic"": 2, ""N40_followup_diversity_coverage"": 2, ""N40_followup_uncertainty_calibration"": 2, ""N24_frozen_diversity_coverage"": 1, ""N40_followup_sentinel_control"": 1}",0,0,0,0,0,0,0,0,0
