candidate_id,strategy_name,n,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,predicted_u2_guarded_score,predicted_peeq_guarded_score,predicted_surfaceT_guarded_score,predicted_mises_guarded_score,strict_penalty_guard_score,penalty_repair_score,two_stage_guarded_score,two_stage_penalty_repair_score,no_penalty_worse_than_median_score,N24_maintenance_score,N40_u2_reward_retention_score,N40_penalty_repair_score,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,constrained_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,order_json,order_compact,order_hash,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,odd_even_transition_count,mean_signed_jump,jump_std_norm,edge_visit_early_fraction,center_visit_early_fraction,pred_rank_constrained_within_n,batch_option,handoff_strategy_name,teacher_validated,teacher_validation_status,source_from_original_option_A,added_as_extra_N24,custom_batch_source
R58_N40_C03576,N40_R58_N40_C03576_N40_u2_reward_retention_local_repair,40.0,N40_u2_reward_retention_local_repair,offline_mutation_or_pointer_proxy,N40_u2_reward_retention_local_repair,constrained_reward_balance,0.7119202044025157,0.7151023214307866,0.7119202044025157,0.7119202044025157,0.7119202044025157,0.713193051213824,0.712874839510997,0.7136703687680648,0.7130339453624105,0.7119202044025157,0.7135112629166511,0.7130339453624105,0.7127157336595834,0.6849818577648765,0.925706771860618,0.7128748395109968,0.7060566935543895,0.0152387362979721,0.0269383466376391,0.1,S3R44CNS_N40_B01_reward_balanced,"[0,3,5,7,9,11,13,15,17,19,24,26,28,30,34,36,38,32,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-24-26-28-30-34-36-38-32-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,d6a7df55f77df95f,0.0,1.0,0.0742932281393819,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,2.0,3.0,0.0256410256410256,0.0808330986945624,0.1,0.1,4.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B06_n40_u2retrepair,False,NOT_RUN,True,False,run58_option_A
R58_N40_C00716,N40_R58_N40_C00716_N40_penalty_repair_top,40.0,N40_penalty_repair_top,existing_pool_selection,N40_penalty_repair_top,constrained_reward_balance,0.6214465408805033,0.6241026881520353,0.6214465408805033,0.6214465408805033,0.6214465408805033,0.6225089997891162,0.6222433850619629,0.6229074218798459,0.6223761924255395,0.6214465408805033,0.6227746145162694,0.6223761924255395,0.6221105776983864,0.5981271407837446,0.9125575279421432,0.622243385061963,0.6225621227345468,0.0093986324127616,0.0233194000967587,0.475,S3R54CAL64_N40_B08_n40_strict_repair,"[0,2,5,7,9,21,1,3,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,38,36,34,19,17,15,13,11,23,25,27,29,31,33,35,37,39]",0-2-5-7-9-21-1-3-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38-36-34-19-17-15-13-11-23-25-27-29-31-33-35-37-39,8effde4fb1895f8e,0.0,1.0,0.0874424720578566,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,4.0,3.0,0.0256410256410256,0.1033366611670663,0.1,0.0,43.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B07_n40_penalty_top,False,NOT_RUN,True,False,run58_option_A
R58_N40_C00827,N40_R58_N40_C00827_N40_penalty_repair_top,40.0,N40_penalty_repair_top,existing_pool_selection,N40_penalty_repair_top,constrained_reward_balance,0.61796709344115,0.6225430303247792,0.6108517088257653,0.61796709344115,0.61796709344115,0.6176628528099862,0.6172052591216233,0.6190429933425308,0.6177186713504202,0.6108517088257653,0.6184762157291184,0.6174340559658047,0.616976462277442,0.5952996917547859,0.9092702169625246,0.6186283360447002,0.617683217701505,0.020633542139715,0.022667401686364,0.65,S3R54CAL64_N40_B02_n40_strict_top,"[25,23,21,1,3,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,38,36,34,19,17,15,13,11,9,7,5,2,0,27,29,31,33,35,37,39]",25-23-21-1-3-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38-36-34-19-17-15-13-11-9-7-5-2-0-27-29-31-33-35-37-39,599db4efe4625099,0.6410256410256411,1.0,0.0907297830374753,0.6923076923076923,1.0,2.0,0.1025641025641025,0.0256410256410256,3.0,4.0,0.0092044707429322,0.1326445255796817,0.0,0.0,71.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B08_n40_penalty_top,False,NOT_RUN,True,False,run58_option_A
R58_N40_C05361,N40_R58_N40_C05361_N40_penalty_repair_top,40.0,N40_penalty_repair_top,existing_pool_selection,N40_penalty_repair_top,constrained_reward_balance,0.6158647798742136,0.6190994938781584,0.6158647798742136,0.6158647798742136,0.6158647798742136,0.6171586654757915,0.6168351940753971,0.6176438725763833,0.6169969297755943,0.6158647798742136,0.617482136876186,0.6169969297755943,0.6166734583751998,0.5927686502177065,0.9270216962524654,0.616835194075397,0.6172233597558704,0.0209813662619363,0.023096129656507,0.525,S3R54CAL64_N40_B30_mises_repair,"[0,2,5,7,9,11,13,15,17,19,33,31,29,27,25,23,21,1,3,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,38,36,34,35,37,39]",0-2-5-7-9-11-13-15-17-19-33-31-29-27-25-23-21-1-3-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38-36-34-35-37-39,5c68de5d40a2a69f,0.0,1.0,0.0729783037475345,0.5128205128205128,2.0,1.0,0.0769230769230769,0.0512820512820512,4.0,3.0,0.0256410256410256,0.0879722744703628,0.1,0.1,73.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B09_n40_penalty_top,False,NOT_RUN,True,False,run58_option_A
R58_N40_C01644,N40_R58_N40_C01644_N40_penalty_repair_top,40.0,N40_penalty_repair_top,existing_pool_selection,N40_penalty_repair_top,constrained_reward_balance,0.6268553459119496,0.6299848659645466,0.6268553459119496,0.6268553459119496,0.6268553459119496,0.6281071539329884,0.6277942019277287,0.628576581940878,0.6279506779303585,0.6268553459119496,0.6284201059382482,0.6279506779303585,0.6276377259250989,0.6033195936139331,0.9243918474687706,0.6277942019277287,0.6149697443340404,0.0054057784114444,0.0235357522980165,0.05,S3R54CAL64_N40_B11_penalty_repair,"[0,2,3,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,4,5,1,21,23,25,27,29,31,33,35,37,39]",0-2-3-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-5-1-21-23-25-27-29-31-33-35-37-39,4c0745929566fc08,0.0,1.0,0.0756081525312294,0.5128205128205128,2.0,1.0,0.0769230769230769,0.0512820512820512,4.0,3.0,0.0256410256410256,0.0903191308932249,0.1,0.1,85.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B10_n40_penalty_top,False,NOT_RUN,True,False,run58_option_A
R58_N40_C01169,N40_R58_N40_C01169_N40_penalty_repair_local_search,40.0,N40_penalty_repair_local_search,offline_mutation_or_pointer_proxy,N40_penalty_repair_local_search,constrained_reward_balance,0.7119202044025156,0.7151023214307864,0.7119202044025156,0.7119202044025156,0.7119202044025156,0.7131930512138239,0.7128748395109968,0.7136703687680646,0.7130339453624104,0.7119202044025156,0.713511262916651,0.7130339453624104,0.7127157336595833,0.6849818577648764,0.925706771860618,0.7128748395109967,0.7000566935543894,0.0115281898683598,0.0269383466376391,0.05,S3R39N2440B60_N40_B02_n40_u2_near,"[0,2,5,7,9,11,13,15,17,19,38,36,34,32,30,28,26,24,22,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-5-7-9-11-13-15-17-19-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-37-39,d23075235a46d076,0.0,1.0,0.0742932281393819,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,2.0,3.0,0.0256410256410256,0.0991874933104332,0.1,0.1,11.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B11_n40_penalty,False,NOT_RUN,True,False,run58_option_A
R58_N40_C04342,N40_R58_N40_C04342_N40_penalty_repair_local_search,40.0,N40_penalty_repair_local_search,offline_mutation_or_pointer_proxy,N40_penalty_repair_local_search,constrained_reward_balance,0.7119202044025156,0.7151023214307864,0.7119202044025156,0.7119202044025156,0.7119202044025156,0.7131930512138239,0.7128748395109968,0.7136703687680646,0.7130339453624104,0.7119202044025156,0.713511262916651,0.7130339453624104,0.7127157336595833,0.6849818577648764,0.925706771860618,0.7128748395109967,0.7000566935543894,0.0109576579466452,0.0269383466376391,0.05,S3R54CAL64_N40_B09_penalty_repair,"[0,2,5,7,9,11,13,15,17,19,22,24,26,28,30,32,38,36,34,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-5-7-9-11-13-15-17-19-22-24-26-28-30-32-38-36-34-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-37-39,5505d4051bd3897c,0.0,1.0,0.0742932281393819,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,2.0,3.0,0.0256410256410256,0.0876375158603636,0.1,0.1,16.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B12_n40_penalty,False,NOT_RUN,True,False,run58_option_A
R58_N40_C01083,N40_R58_N40_C01083_N40_penalty_repair_local_search,40.0,N40_penalty_repair_local_search,offline_mutation_or_pointer_proxy,N40_penalty_repair_local_search,constrained_reward_balance,0.6702239723719678,0.6733534924245649,0.6702239723719678,0.6702239723719678,0.6702239723719678,0.6714757803930067,0.6711628283877469,0.6719452084008963,0.6713193043903768,0.6702239723719678,0.6717887323982663,0.6713193043903768,0.6710063523851171,0.6449534750155506,0.9243918474687706,0.6711628283877471,0.6583383707940587,0.0160538321943513,0.0252704973564172,0.05,S3R54CAL64_N40_B11_penalty_repair,"[0,2,5,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,39,37]",0-2-5-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-39-37,c837f4079b3a3e5b,0.0,0.9487179487179488,0.0756081525312294,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,3.0,3.0,0.0243261012491781,0.0899450575919142,0.1,0.1,21.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B13_n40_penalty,False,NOT_RUN,True,False,run58_option_A
R58_N40_C02155,N40_R58_N40_C02155_N40_penalty_repair_local_search,40.0,N40_penalty_repair_local_search,offline_mutation_or_pointer_proxy,N40_penalty_repair_local_search,constrained_reward_balance,0.6374810197663973,0.639716391232538,0.6162630710484486,0.6374810197663973,0.6374810197663973,0.632009783737469,0.6317862465908548,0.6344138394573902,0.6327467331128799,0.6162630710484486,0.6332942183199805,0.6318980151641619,0.6316744780175478,0.6135202405142028,0.9020381328073636,0.6360298363344445,0.6318423116796124,0.0253764252812857,0.0239607792521944,0.3,S3R54CAL64_N40_B06_n40_strict_repair,"[36,34,19,17,15,13,11,9,7,5,2,0,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,37,39]",36-34-19-17-15-13-11-9-7-5-2-0-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-37-39,3832a9ba497d7f22,0.9230769230769232,1.0,0.0979618671926364,0.9743589743589745,1.0,2.0,0.0769230769230769,0.0256410256410256,3.0,3.0,0.0019723865877712,0.1681767221239418,0.0,0.1,32.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B14_n40_penalty,False,NOT_RUN,True,False,run58_option_A
R58_N40_C00268,N40_R58_N40_C00268_N40_two_stage_penalty_repair,40.0,N40_two_stage_penalty_repair,offline_mutation_or_pointer_proxy,N40_two_stage_penalty_repair,constrained_reward_balance,0.7119202044025156,0.7151023214307864,0.7119202044025156,0.7119202044025156,0.7119202044025156,0.7131930512138239,0.7128748395109968,0.7136703687680646,0.7130339453624104,0.7119202044025156,0.713511262916651,0.7130339453624104,0.7127157336595833,0.6849818577648764,0.925706771860618,0.7128748395109967,0.7000566935543894,0.0066764213266015,0.0269383466376391,0.05,S3R54CAL64_N40_B12_penalty_repair,"[0,2,5,7,9,11,13,15,17,19,24,26,28,30,32,38,36,34,22,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-5-7-9-11-13-15-17-19-24-26-28-30-32-38-36-34-22-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-37-39,2ef7cc7850d02d4b,0.0,1.0,0.0742932281393819,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,2.0,3.0,0.0256410256410256,0.0841037811594865,0.1,0.1,7.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B15_n40_two_stage_penalty,False,NOT_RUN,True,False,run58_option_A
R58_N40_C00344,N40_R58_N40_C00344_N40_two_stage_penalty_repair,40.0,N40_two_stage_penalty_repair,offline_mutation_or_pointer_proxy,N40_two_stage_penalty_repair,constrained_reward_balance,0.7119202044025156,0.7151023214307864,0.7119202044025156,0.7119202044025156,0.7119202044025156,0.7131930512138239,0.7128748395109968,0.7136703687680646,0.7130339453624104,0.7119202044025156,0.713511262916651,0.7130339453624104,0.7127157336595833,0.6849818577648764,0.925706771860618,0.7128748395109967,0.7000566935543894,0.0050747658663818,0.0269383466376391,0.05,S3R54CAL64_N40_B11_penalty_repair,"[0,2,4,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-37-39,d48ea0f533c23728,0.0,1.0,0.0742932281393819,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,2.0,3.0,0.0256410256410256,0.0899162182631361,0.1,0.1,8.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B16_n40_two_stage_penalty,False,NOT_RUN,True,False,run58_option_A
R58_N40_C02515,N40_R58_N40_C02515_N40_two_stage_penalty_repair,40.0,N40_two_stage_penalty_repair,offline_mutation_or_pointer_proxy,N40_two_stage_penalty_repair,constrained_reward_balance,0.6337358209793351,0.64102050211017,0.6337358209793351,0.6337358209793351,0.6337358209793351,0.6366496934316691,0.6359212253185856,0.6377423956012944,0.6362854593751274,0.6337358209793351,0.6373781615447526,0.6362854593751274,0.6355569912620438,0.6109504907042642,0.925706771860618,0.6359212253185856,0.6367953870542858,0.0253240503053721,0.0227853302750709,0.6,S3R54CAL64_N40_B11_penalty_repair,"[0,2,5,7,9,11,13,15,17,19,34,36,38,35,33,31,29,27,25,23,21,1,3,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,37,39]",0-2-5-7-9-11-13-15-17-19-34-36-38-35-33-31-29-27-25-23-21-1-3-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-37-39,ea308832741b0399,0.0,1.0,0.0742932281393819,0.5128205128205128,1.0,1.0,0.1282051282051282,0.0256410256410256,2.0,5.0,0.0256410256410256,0.0893519908933305,0.1,0.1,29.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B17_n40_two_stage_penalty,False,NOT_RUN,True,False,run58_option_A
R58_N40_C00370,N40_R58_N40_C00370_N40_median_guard_repair,40.0,N40_median_guard_repair,offline_mutation_or_pointer_proxy,N40_median_guard_repair,constrained_reward_balance,0.7119202044025156,0.7151023214307864,0.7119202044025156,0.7119202044025156,0.7119202044025156,0.7131930512138239,0.7128748395109968,0.7136703687680646,0.7130339453624104,0.7119202044025156,0.713511262916651,0.7130339453624104,0.7127157336595833,0.6849818577648764,0.925706771860618,0.7128748395109967,0.7000566935543894,0.0170630262199148,0.0269383466376391,0.05,S3R54CAL64_N40_B11_penalty_repair,"[0,2,5,7,9,11,13,15,17,19,32,36,38,34,30,28,26,24,22,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-5-7-9-11-13-15-17-19-32-36-38-34-30-28-26-24-22-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-37-39,b6cb5add6c320264,0.0,1.0,0.0742932281393819,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,2.0,3.0,0.0256410256410256,0.0849017670340982,0.1,0.1,9.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B18_n40_median_guard_repair,False,NOT_RUN,True,False,run58_option_A
R58_N40_C01720,N40_R58_N40_C01720_N40_median_guard_repair,40.0,N40_median_guard_repair,offline_mutation_or_pointer_proxy,N40_median_guard_repair,constrained_reward_balance,0.6431120844564242,0.643743248164511,0.6270223408666806,0.6431120844564242,0.6431120844564242,0.6385376268627359,0.6384745104919272,0.6402010514189489,0.6391496584209213,0.6270223408666806,0.6394052304130317,0.6385060686773315,0.6384429523065228,0.6184132421038083,0.9132149901380672,0.6416924592098759,0.6383893527010002,0.0193565155405766,0.0246988423526158,0.25,S3R54CAL64_N40_B11_penalty_repair,"[19,17,15,13,11,9,7,5,2,0,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,37,39]",19-17-15-13-11-9-7-5-2-0-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-37-39,de2b5140e851a898,0.4871794871794871,1.0,0.0867850098619329,0.8717948717948718,1.0,2.0,0.0512820512820512,0.0256410256410256,3.0,2.0,0.0131492439184746,0.1475383841392794,0.1,0.1,24.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B19_n40_median_guard_repair,False,NOT_RUN,True,False,run58_option_A
R58_N40_C06436,N40_R58_N40_C06436_N40_no_penalty_worse_than_median,40.0,N40_no_penalty_worse_than_median,offline_mutation_or_pointer_proxy,N40_no_penalty_worse_than_median,constrained_reward_balance,0.7119202044025157,0.7151023214307866,0.7119202044025157,0.7119202044025157,0.7119202044025157,0.713193051213824,0.712874839510997,0.7136703687680648,0.7130339453624105,0.7119202044025157,0.7135112629166511,0.7130339453624105,0.7127157336595834,0.6849818577648765,0.925706771860618,0.7128748395109968,0.7060566935543895,0.0046907145198479,0.0269383466376391,0.1,S3R49SCN_N40_B03_strict_guard,"[0,2,5,7,9,11,13,15,17,19,26,28,30,32,38,36,34,24,22,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-5-7-9-11-13-15-17-19-26-28-30-32-38-36-34-24-22-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-37-39,84e9f4f966bcf19c,0.0,1.0,0.0742932281393819,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,2.0,3.0,0.0256410256410256,0.082074879864969,0.1,0.1,5.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B20_n40_no_penalty_worse_than_medi,False,NOT_RUN,True,False,run58_option_A
R58_N40_C02756,N40_R58_N40_C02756_N40_no_penalty_worse_than_median,40.0,N40_no_penalty_worse_than_median,offline_mutation_or_pointer_proxy,N40_no_penalty_worse_than_median,constrained_reward_balance,0.7119202044025156,0.7151023214307864,0.7119202044025156,0.7119202044025156,0.7119202044025156,0.7131930512138239,0.7128748395109968,0.7136703687680646,0.7130339453624104,0.7119202044025156,0.713511262916651,0.7130339453624104,0.7127157336595833,0.6849818577648764,0.925706771860618,0.7128748395109967,0.7000566935543894,0.0095940101478959,0.0269383466376391,0.05,S3R54CAL64_N40_B31_uncertainty,"[0,2,5,7,9,11,13,15,17,19,28,30,32,38,36,34,26,24,22,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-5-7-9-11-13-15-17-19-28-30-32-38-36-34-26-24-22-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-37-39,239f1dde3c799579,0.0,1.0,0.0742932281393819,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,2.0,3.0,0.0256410256410256,0.0816630509150518,0.1,0.1,14.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B21_n40_no_penalty_worse_than_medi,False,NOT_RUN,True,False,run58_option_A
R58_N40_C00451,N40_R58_N40_C00451_N40_PEEQ_repair_candidates,40.0,N40_PEEQ_repair_candidates,offline_mutation_or_pointer_proxy,N40_PEEQ_repair_candidates,constrained_reward_balance,0.6702239723719678,0.6733534924245649,0.6702239723719678,0.6702239723719678,0.6702239723719678,0.6714757803930067,0.6711628283877469,0.6719452084008963,0.6713193043903768,0.6702239723719678,0.6717887323982663,0.6713193043903768,0.6710063523851171,0.6449534750155506,0.9243918474687706,0.6711628283877471,0.6583383707940587,0.0092306613478098,0.0252704973564172,0.05,S3R54CAL64_N40_B12_penalty_repair,"[0,3,5,7,9,11,13,15,17,19,24,26,28,30,32,38,36,34,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,39,37]",0-3-5-7-9-11-13-15-17-19-24-26-28-30-32-38-36-34-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-39-37,4ec242b7e2c0d850,0.0,0.9487179487179488,0.0756081525312294,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,3.0,3.0,0.0243261012491781,0.0841346128759836,0.1,0.1,20.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B22_n40_PEEQ_repair,False,NOT_RUN,True,False,run58_option_A
R58_N40_C02043,N40_R58_N40_C02043_N40_SurfaceT_repair_candidates,40.0,N40_SurfaceT_repair_candidates,offline_mutation_or_pointer_proxy,N40_SurfaceT_repair_candidates,constrained_reward_balance,0.7119202044025156,0.7151023214307864,0.7119202044025156,0.7119202044025156,0.7119202044025156,0.7131930512138239,0.7128748395109968,0.7136703687680646,0.7130339453624104,0.7119202044025156,0.713511262916651,0.7130339453624104,0.7127157336595833,0.6849818577648764,0.925706771860618,0.7128748395109967,0.7000566935543894,0.010647317005641,0.0269383466376391,0.05,S3R54CAL64_N40_B13_penalty_repair,"[0,2,5,7,9,11,13,15,17,19,32,38,36,34,30,28,26,24,22,20,18,16,14,12,10,8,6,4,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-5-7-9-11-13-15-17-19-32-38-36-34-30-28-26-24-22-20-18-16-14-12-10-8-6-4-3-1-21-23-25-27-29-31-33-35-37-39,4f226a89090b6292,0.0,1.0,0.0742932281393819,0.5128205128205128,1.0,1.0,0.0769230769230769,0.0256410256410256,2.0,3.0,0.0256410256410256,0.0856923222097626,0.1,0.1,12.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B23_n40_SurfaceT_repair,False,NOT_RUN,True,False,run58_option_A
R58_N40_C04250,N40_R58_N40_C04250_N40_Mises_repair_candidates,40.0,N40_Mises_repair_candidates,offline_mutation_or_pointer_proxy,N40_Mises_repair_candidates,constrained_reward_balance,0.6620663044699011,0.667273405061617,0.6620663044699011,0.6620663044699011,0.6620663044699011,0.6641491447065875,0.6636284346474158,0.6649302097953449,0.6638887896770017,0.6620663044699011,0.6646698547657591,0.6638887896770016,0.6633680796178301,0.637634934342387,0.9250493096646945,0.6636284346474159,0.6642532867184219,0.0147654653552432,0.024431370127514,0.7,S3R54CAL64_N40_B11_penalty_repair,"[0,2,5,7,9,11,13,15,17,19,34,36,39,37,35,33,31,29,27,25,23,21,1,3,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,38]",0-2-5-7-9-11-13-15-17-19-34-36-39-37-35-33-31-29-27-25-23-21-1-3-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38,00587a1d85d9349a,0.0,0.9743589743589745,0.0749506903353057,0.5128205128205128,1.0,1.0,0.1025641025641025,0.0256410256410256,2.0,4.0,0.0249835634451019,0.0898392681264363,0.1,0.1,19.0,N40_focused_calibrated_penalty_repair_batch32,S3R58N40_N40_B24_n40_Mises_repair,False,NOT_RUN,True,False,run58_option_A
