n,strategy_a,strategy_b,directed_adjacent_pair_overlap,undirected_adjacent_pair_overlap,kendall_tau_normalized_distance,spearman_rank_distance,jump_profile_distance
12,N12_A03_greedy_maximin_distance,N12_A05_center_out,0.18181818181818182,0.2727272727272727,0.5606060606060606,0.6083916083916084,0.512396694214876
12,N12_A03_greedy_maximin_distance,N12_A06_edge_in_alternating,0.09090909090909091,0.09090909090909091,0.3787878787878788,0.32867132867132864,0.2479338842975207
12,N12_A03_greedy_maximin_distance,N12_A07_regular_jump_coprime,0.0,0.0,0.3484848484848485,0.3041958041958042,0.35537190082644626
12,N12_A03_greedy_maximin_distance,N12_A08_block_interleaved_quarters,0.09090909090909091,0.09090909090909091,0.5909090909090909,0.6188811188811189,0.23966942148760328
12,N12_A03_greedy_maximin_distance,N12_A09_center_edge_alternating,0.0,0.09090909090909091,0.36363636363636365,0.2762237762237762,0.21487603305785122
12,N12_A03_greedy_maximin_distance,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.18181818181818182,0.18181818181818182,0.15151515151515152,0.08041958041958042,0.25619834710743805
12,N12_A03_greedy_maximin_distance,N12_A11_graph_pointer_policy_diverse_01,0.18181818181818182,0.36363636363636365,0.25757575757575757,0.18181818181818182,0.23966942148760328
12,N12_A03_greedy_maximin_distance,N12_A12_graph_pointer_policy_diverse_02,0.2727272727272727,0.2727272727272727,0.5909090909090909,0.6503496503496503,0.4462809917355372
12,N12_A03_greedy_maximin_distance,N12_A13_graph_pointer_policy_anti_odd_even_novelty,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.6888111888111889,0.3057851239669422
12,N12_A03_greedy_maximin_distance,N12_A14_graph_pointer_policy_u2first_proxy,0.0,0.09090909090909091,0.36363636363636365,0.3321678321678322,0.33884297520661155
12,N12_A03_greedy_maximin_distance,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,0.09090909090909091,0.36363636363636365,0.21212121212121213,0.13636363636363635,0.23140495867768596
