n,gnn_batch64_count,run24_shortlist64_overlap_count,distinct_from_run24_count,bucket_composition_json,mean_gnn_reward_pred,mean_extra_trees_F01_pred,mean_novelty_to_combined108,mean_novelty_to_run24,mean_gnn_vs_ET_disagreement
12,8,0,8,"{""gnn_policy_beam_search"": 1, ""gnn_policy_temperature_diverse"": 1, ""gnn_policy_top_predicted"": 1, ""gnn_reward_local_search"": 1, ""known_best_neighborhood"": 4}",0.6431025415658951,0.6301680271883648,0.09659090909090909,0.16666666666666666,0.06015929961821478
16,8,0,8,"{""gnn_policy_beam_search"": 1, ""gnn_policy_temperature_diverse"": 1, ""gnn_reward_local_search"": 1, ""known_best_neighborhood"": 5}",0.7224199399352074,0.6923265134638984,0.096875,0.13645833333333335,0.060518071250226804
24,24,0,24,"{""gnn_policy_beam_search"": 1, ""gnn_policy_temperature_diverse"": 2, ""gnn_reward_local_search"": 4, ""known_best_neighborhood"": 17}",0.746011291941007,0.676742368161372,0.09284420289855072,0.1301328502415459,0.08322552244366871
40,24,0,24,"{""gnn_policy_beam_search"": 1, ""gnn_policy_temperature_diverse"": 2, ""gnn_reward_local_search"": 3, ""known_best_neighborhood"": 18}",0.7459244206547737,0.6966921324672559,0.07606837606837606,0.1577991452991453,0.07736521771042085
