n,order_hash,candidate_source,selection_bucket,generation_method,seed_strategy,first_track_norm,last_track_norm,normalized_mean_jump,normalized_max_jump,adjacent_jump_count,long_jump_count,parity_switch_rate,monotonicity_fraction,direction_reversal_count,jump_entropy,early_center_bias,late_center_bias,edge_early_count,center_early_count,max_unvisited_gap_proxy_mean_norm,max_unvisited_gap_proxy_max_norm,candidate_id,strategy_name,order_json,order_compact,novelty_distance_to_combined108,nearest_combined108_strategy,novelty_distance_to_run24_shortlist64,nearest_run24_shortlist64_strategy,duplicate_of_combined108_teacher,duplicate_of_run23_or_run24
12,dd32b9a090b4b2f9,graph_pointer_greedy,gnn_policy_top_predicted,greedy_decode,,0.0,0.9090909090909091,0.2975206611570248,1.0,4,3,0.5454545454545454,0.6,4,1.4681399390112087,0.6969696969696969,0.5757575757575758,2,1,0.3125,0.9166666666666666,R26_N12_C00001,N12_R26_N12_C00001_gnn_policy_top_predicted,"[0,11,5,6,8,2,1,3,4,7,9,10]",0-11-5-6-8-2-1-3-4-7-9-10,0.07575757575757576,N12_A03_greedy_maximin_distance,0.4090909090909091,S3R24L64_N12_B02_top_region,False,False
12,daa4d02ff3c5d9f4,graph_pointer_beam_search,gnn_policy_beam_search,beam_0,,0.0,1.0,0.2892561983471074,0.8181818181818182,2,2,0.45454545454545453,0.6,4,1.5403058252205166,0.5757575757575758,0.6363636363636364,1,2,0.3055555555555555,0.9166666666666666,R26_N12_C00002,N12_R26_N12_C00002_gnn_policy_beam_search,"[0,3,4,6,8,2,1,10,5,7,9,11]",0-3-4-6-8-2-1-10-5-7-9-11,0.15151515151515152,N12_A02_odd_even_interlaced,0.12121212121212122,S3R24L64_N12_B02_top_region,False,False
12,187fad555ed5e053,graph_pointer_beam_search,gnn_policy_beam_search,beam_1,,0.0,1.0,0.2727272727272727,0.7272727272727273,3,2,0.45454545454545453,0.6,4,1.6726254461443206,0.5757575757575758,0.6969696969696969,1,2,0.3263888888888889,0.9166666666666666,R26_N12_C00003,N12_R26_N12_C00003_gnn_policy_beam_search,"[0,3,4,6,8,2,1,9,5,7,10,11]",0-3-4-6-8-2-1-9-5-7-10-11,0.21212121212121213,N12_A01_raster_left_to_right,0.19696969696969696,S3R24L64_N12_B02_top_region,False,False
12,2706ad2650dd5dc5,graph_pointer_beam_search,gnn_policy_beam_search,beam_2,,0.0,1.0,0.25619834710743805,0.5454545454545454,3,2,0.45454545454545453,0.4,6,1.4681399390112084,0.5757575757575758,0.8181818181818182,1,2,0.3333333333333333,0.9166666666666666,R26_N12_C00004,N12_R26_N12_C00004_gnn_policy_beam_search,"[0,3,4,6,8,2,1,7,5,10,9,11]",0-3-4-6-8-2-1-7-5-10-9-11,0.19696969696969696,N12_A02_odd_even_interlaced,0.16666666666666666,S3R24L64_N12_B02_top_region,False,False
12,5811e98f7ff0da25,graph_pointer_beam_search,gnn_policy_beam_search,beam_3,,0.0,1.0,0.2231404958677686,0.5454545454545454,3,1,0.45454545454545453,0.6,4,1.4681399390112084,0.5757575757575758,0.8181818181818182,1,2,0.3333333333333333,0.9166666666666666,R26_N12_C00005,N12_R26_N12_C00005_gnn_policy_beam_search,"[0,3,4,6,8,2,1,5,7,10,9,11]",0-3-4-6-8-2-1-5-7-10-9-11,0.18181818181818182,N12_A02_odd_even_interlaced,0.15151515151515152,S3R24L64_N12_B02_top_region,False,False
12,82f1c99b72b50cb8,graph_pointer_beam_search,gnn_policy_beam_search,beam_4,,0.0,1.0,0.25619834710743805,0.5454545454545454,3,1,0.45454545454545453,0.6,4,1.6726254461443206,0.5757575757575758,0.6363636363636364,1,2,0.3194444444444445,0.9166666666666666,R26_N12_C00006,N12_R26_N12_C00006_gnn_policy_beam_search,"[0,3,4,6,8,2,1,5,10,9,7,11]",0-3-4-6-8-2-1-5-10-9-7-11,0.18181818181818182,N12_A02_odd_even_interlaced,0.15151515151515152,S3R24L64_N12_B02_top_region,False,False
12,bbc6888e63ea8e42,graph_pointer_beam_search,gnn_policy_beam_search,beam_5,,0.0,1.0,0.25619834710743805,0.8181818181818182,3,1,0.45454545454545453,0.6,4,1.4681399390112084,0.5757575757575758,0.5757575757575758,1,2,0.3333333333333333,0.9166666666666666,R26_N12_C00007,N12_R26_N12_C00007_gnn_policy_beam_search,"[0,3,4,6,2,1,10,8,7,5,9,11]",0-3-4-6-2-1-10-8-7-5-9-11,0.16666666666666666,S3B20_N12_B05_surrogate_top,0.18181818181818182,S3R24L64_N12_B02_top_region,False,False
12,481b03e43845eb89,graph_pointer_beam_search,gnn_policy_beam_search,beam_6,,0.0,1.0,0.2892561983471074,0.8181818181818182,2,2,0.45454545454545453,0.6,4,1.6417347121815211,0.5757575757575758,0.5757575757575758,1,2,0.3055555555555555,0.9166666666666666,R26_N12_C00008,N12_R26_N12_C00008_gnn_policy_beam_search,"[0,3,4,6,8,2,1,10,7,5,9,11]",0-3-4-6-8-2-1-10-7-5-9-11,0.16666666666666666,N12_A02_odd_even_interlaced,0.13636363636363635,S3R24L64_N12_B02_top_region,False,False
12,4f7a8f164cffabe2,graph_pointer_beam_search,gnn_policy_beam_search,beam_7,,0.0,1.0,0.25619834710743805,0.5454545454545454,2,1,0.45454545454545453,0.6,4,1.6417347121815211,0.5757575757575758,0.6363636363636364,1,2,0.3194444444444445,0.9166666666666666,R26_N12_C00009,N12_R26_N12_C00009_gnn_policy_beam_search,"[0,3,4,6,8,2,1,5,10,7,9,11]",0-3-4-6-8-2-1-5-10-7-9-11,0.16666666666666666,N12_A02_odd_even_interlaced,0.13636363636363635,S3R24L64_N12_B02_top_region,False,False
12,52589f6df4a2f354,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_0.85_topk_None,,0.09090909090909091,1.0,0.24793388429752064,0.6363636363636364,4,1,0.7272727272727273,0.8,2,1.6417347121815213,0.5757575757575758,0.5757575757575758,2,1,0.25,0.8333333333333334,R26_N12_C00010,N12_R26_N12_C00010_gnn_policy_temperature_diverse,"[1,5,10,9,6,4,3,2,0,7,8,11]",1-5-10-9-6-4-3-2-0-7-8-11,0.2727272727272727,S3R19B28_N12_B03_geometry_signal_top,0.42424242424242425,S3R24L64_N12_B03_model_disagreement,False,False
12,91f3c5248bbcb31d,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_1.0_topk_None,,0.5454545454545454,1.0,0.35537190082644626,0.9090909090909091,3,4,0.6363636363636364,0.5,5,1.7201934592138248,0.21212121212121213,0.7575757575757577,0,3,0.2222222222222222,0.5,R26_N12_C00011,N12_R26_N12_C00011_gnn_policy_temperature_diverse,"[6,5,3,2,9,7,4,10,0,1,8,11]",6-5-3-2-9-7-4-10-0-1-8-11,0.22727272727272727,N12_A05_center_out,0.3787878787878788,S3R24L64_N12_B06_tradeoff_probe,False,False
12,4b13bddae8473c93,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_1.25_topk_4,,0.45454545454545453,0.6363636363636364,0.47933884297520657,0.9090909090909091,2,5,0.7272727272727273,0.3,7,1.7677614722833295,0.393939393939394,0.6363636363636364,1,2,0.24305555555555555,0.5,R26_N12_C00012,N12_R26_N12_C00012_gnn_policy_temperature_diverse,"[5,6,11,4,2,3,8,1,10,0,9,7]",5-6-11-4-2-3-8-1-10-0-9-7,0.2727272727272727,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,0.4696969696969697,S3R24L64_N12_B05_diversity_coverage,False,False
12,161962552c426afc,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_1.6_topk_None,,0.0,1.0,0.3057851239669422,0.8181818181818182,1,1,0.6363636363636364,0.4,6,1.5941666991120167,0.5757575757575758,0.6969696969696969,2,1,0.3333333333333333,0.9166666666666666,R26_N12_C00013,N12_R26_N12_C00013_gnn_policy_temperature_diverse,"[0,2,5,3,6,8,9,4,1,10,7,11]",0-2-5-3-6-8-9-4-1-10-7-11,0.21212121212121213,N12_A14_graph_pointer_policy_u2first_proxy,0.3333333333333333,S3R24L64_N12_B02_top_region,False,False
12,8f5f3dc8e0d5b5a5,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_0.65_topk_None,,0.0,1.0,0.33884297520661155,0.7272727272727273,1,2,0.2727272727272727,0.4,6,1.7986522062451287,0.5757575757575758,0.6363636363636364,2,1,0.2916666666666667,0.9166666666666666,R26_N12_C00014,N12_R26_N12_C00014_gnn_policy_temperature_diverse,"[0,2,5,6,10,4,8,3,1,9,7,11]",0-2-5-6-10-4-8-3-1-9-7-11,0.12121212121212122,N12_A04_method_c_u2_first_engineering,0.22727272727272727,S3R24L64_N12_B02_top_region,False,False
12,79e55f67d68a3648,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_0.85_topk_4,,0.0,0.9090909090909091,0.3140495867768595,0.8181818181818182,1,3,0.36363636363636365,0.6,4,1.0335620542028177,0.8787878787878788,0.5757575757575758,3,0,0.34027777777777773,0.9166666666666666,R26_N12_C00015,N12_R26_N12_C00015_gnn_policy_temperature_diverse,"[0,2,11,4,6,8,1,3,5,7,9,10]",0-2-11-4-6-8-1-3-5-7-9-10,0.15151515151515152,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.2727272727272727,S3R24L64_N12_B02_top_region,False,False
12,1891500f596a5273,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_1.0_topk_None,,0.2727272727272727,0.9090909090909091,0.4380165289256199,0.8181818181818182,1,4,0.45454545454545453,0.2,8,1.846220219314633,0.5757575757575758,0.8181818181818182,1,2,0.2638888888888889,0.6666666666666666,R26_N12_C00016,N12_R26_N12_C00016_gnn_policy_temperature_diverse,"[3,11,7,4,6,2,5,1,8,0,9,10]",3-11-7-4-6-2-5-1-8-0-9-10,0.3939393939393939,N12_A05_center_out,0.4090909090909091,S3R24L64_N12_B01_top_region,False,False
12,56dfff8acc81e91c,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_1.25_topk_None,,0.18181818181818182,0.45454545454545453,0.45454545454545453,0.9090909090909091,1,5,0.09090909090909091,0.3,7,1.6726254461443206,0.5151515151515151,0.3333333333333333,2,1,0.20833333333333334,0.75,R26_N12_C00017,N12_R26_N12_C00017_gnn_policy_temperature_diverse,"[2,10,6,4,8,0,1,11,3,9,7,5]",2-10-6-4-8-0-1-11-3-9-7-5,0.22727272727272727,S3B20_N12_B01_surrogate_top,0.30303030303030304,S3R24L64_N12_B02_top_region,False,False
12,067134410bbfaadb,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_1.6_topk_4,,0.0,0.2727272727272727,0.48760330578512395,1.0,1,5,0.45454545454545453,0.1,9,2.145841752585754,0.6969696969696969,0.3333333333333333,2,1,0.3125,0.9166666666666666,R26_N12_C00018,N12_R26_N12_C00018_gnn_policy_temperature_diverse,"[0,11,5,6,2,10,8,1,9,4,7,3]",0-11-5-6-2-10-8-1-9-4-7-3,0.19696969696969696,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.4393939393939394,S3R24L64_N12_B02_top_region,False,False
12,1cfbb2a7efb848b1,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_0.65_topk_None,,0.0,1.0,0.2892561983471074,0.8181818181818182,3,1,0.45454545454545453,0.6,4,1.4681399390112084,0.45454545454545453,0.5757575757575758,1,2,0.2777777777777778,0.9166666666666666,R26_N12_C00019,N12_R26_N12_C00019_gnn_policy_temperature_diverse,"[0,4,6,10,1,2,3,7,8,5,9,11]",0-4-6-10-1-2-3-7-8-5-9-11,0.12121212121212122,S3B20_N12_B05_surrogate_top,0.10606060606060606,S3R24L64_N12_B02_top_region,False,False
12,613a11771e0377c9,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_0.85_topk_None,,0.0,0.8181818181818182,0.32231404958677684,0.9090909090909091,5,3,0.6363636363636364,0.6,4,1.5403058252205168,0.6363636363636364,0.45454545454545453,2,1,0.34722222222222227,0.9166666666666666,R26_N12_C00020,N12_R26_N12_C00020_gnn_policy_temperature_diverse,"[0,10,5,11,2,1,3,4,6,7,8,9]",0-10-5-11-2-1-3-4-6-7-8-9,0.18181818181818182,N12_A11_graph_pointer_policy_diverse_01,0.4090909090909091,S3R24L64_N12_B02_top_region,False,False
12,9951882152a483de,graph_pointer_temperature_sampled,gnn_policy_temperature_diverse,temp_1.0_topk_4,,0.0,1.0,0.2892561983471074,0.8181818181818182,3,2,0.45454545454545453,0.2,8,1.5941666991120167,0.45454545454545453,0.6363636363636364,1,2,0.2986111111111111,0.9166666666666666,R26_N12_C00021,N12_R26_N12_C00021_gnn_policy_temperature_diverse,"[0,5,4,6,10,1,3,2,8,7,9,11]",0-5-4-6-10-1-3-2-8-7-9-11,0.21212121212121213,N12_A04_method_c_u2_first_engineering,0.19696969696969696,S3R24L64_N12_B02_top_region,False,False
