n,strategy_name,order_json,order_compact,order_hash,dataset_source,is_ppo_candidate,candidate_source,ppo_checkpoint,ppo_generation_mode,ppo_selection_tag,predicted_surrogate_reward_lex,ppo_order_hash,duplicate_vs_combined552,duplicate_role,teacher_metrics_extracted,teacher_validation_status,stageG_metric_source_file,u2_range,peeq_max,surface_t_proxy,mises_max,final_step_name,final_frame_time,extracted_field_names,completion_status,odb_extraction_status,combined_rank_u2_range,combined_percentile_u2_range,combined_cost_norm_u2_range,ref_rank_u2_range,ref_percentile_u2_range,ref_best_u2_range,ref_median_u2_range,ppo_beats_ref_best_u2_range,ppo_better_than_ref_median_u2_range,ppo_top10pct_ref_u2_range,ppo_top25pct_ref_u2_range,ppo_rank_u2_range_within_N,ppo_best_u2_range_within_N,combined_rank_peeq_max,combined_percentile_peeq_max,combined_cost_norm_peeq_max,ref_rank_peeq_max,ref_percentile_peeq_max,ref_best_peeq_max,ref_median_peeq_max,ppo_beats_ref_best_peeq_max,ppo_better_than_ref_median_peeq_max,ppo_top10pct_ref_peeq_max,ppo_top25pct_ref_peeq_max,ppo_rank_peeq_max_within_N,ppo_best_peeq_max_within_N,combined_rank_surface_t_proxy,combined_percentile_surface_t_proxy,combined_cost_norm_surface_t_proxy,ref_rank_surface_t_proxy,ref_percentile_surface_t_proxy,ref_best_surface_t_proxy,ref_median_surface_t_proxy,ppo_beats_ref_best_surface_t_proxy,ppo_better_than_ref_median_surface_t_proxy,ppo_top10pct_ref_surface_t_proxy,ppo_top25pct_ref_surface_t_proxy,ppo_rank_surface_t_proxy_within_N,ppo_best_surface_t_proxy_within_N,combined_rank_mises_max,combined_percentile_mises_max,combined_cost_norm_mises_max,ref_rank_mises_max,ref_percentile_mises_max,ref_best_mises_max,ref_median_mises_max,ppo_beats_ref_best_mises_max,ppo_better_than_ref_median_mises_max,ppo_top10pct_ref_mises_max,ppo_top25pct_ref_mises_max,ppo_rank_mises_max_within_N,ppo_best_mises_max_within_N,lex_rank_combined,lex_percentile_combined,ppo_beats_ref_lex_best,ppo_top10pct_ref_lex,ppo_top25pct_ref_lex,ppo_best_lex_within_N,lex_diag_rank_combined,lex_diag_percentile_combined,teacher_lex_reward_rank_normalized,ref_rank_lex,ref_percentile_lex
12,PPOV01_N12_B08_stochastic_highreward,"[11,1,3,7,5,9,0,2,4,6,8,10]","11,1,3,7,5,9,0,2,4,6,8,10",6e50be45727802e0,stage3_ppo_policy_only_batch32,True,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,stochastic,stochastic_highreward,0.7536801236535111,6e50be45727802e0,False,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageG_odb_teacher_metrics\tables\stageG_ppo_batch32_teacher_metrics.csv,2.5148123313556425e-05,0.1490274965763092,583065856.0,579939456.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,6.0,0.06976744186046512,0.023015859673504235,6.0,0.07692307692307693,2.20100214392005e-05,3.9525062220491236e-05,False,True,True,True,1.0,True,45.0,0.5232558139534884,0.248698862286717,42.0,0.5384615384615384,0.1403219699859619,0.14851062744855875,False,False,False,False,4.0,False,72.0,0.8372093023255814,0.4467146247404331,69.0,0.8846153846153846,580752832.0,581293664.0,False,False,False,False,4.0,False,25.0,0.29069767441860467,0.7931034482758621,24.0,0.3076923076923077,579937984.0,579939520.0,False,True,False,False,2.0,False,6.0,0.06976744186046512,False,True,True,True,6.0,0.06976744186046512,0.9411764705882353,6.0,0.07692307692307693
12,PPOV01_N12_B01_deterministic,"[11,1,3,9,7,5,0,2,4,6,8,10]","11,1,3,9,7,5,0,2,4,6,8,10",757671dac07a2c40,stage3_ppo_policy_only_batch32,True,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,deterministic,deterministic,0.8529129529657291,757671dac07a2c40,False,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageG_odb_teacher_metrics\tables\stageG_ppo_batch32_teacher_metrics.csv,2.7248898732068483e-05,0.1507376283407211,583265024.0,579939520.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,9.0,0.10465116279069768,0.038423629775915076,8.0,0.10256410256410256,2.20100214392005e-05,3.9525062220491236e-05,False,True,True,True,2.0,False,54.0,0.627906976744186,0.29755378447387065,48.0,0.6153846153846154,0.1403219699859619,0.14851062744855875,False,False,False,False,7.0,False,77.0,0.8953488372093024,0.48517996637990707,72.0,0.9230769230769231,580752832.0,581293664.0,False,False,False,False,6.0,False,32.0,0.37209302325581395,0.8275862068965517,27.0,0.34615384615384615,579937984.0,579939520.0,False,False,False,False,6.0,False,9.0,0.10465116279069768,False,True,True,False,9.0,0.10465116279069768,0.9058823529411765,8.0,0.10256410256410256
12,PPOV01_N12_B02_surrogate_top,"[11,1,3,7,9,5,0,2,4,6,8,10]","11,1,3,7,9,5,0,2,4,6,8,10",04c3f1a84377b4b9,stage3_ppo_policy_only_batch32,True,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,stochastic,surrogate_top,0.8737226982126863,04c3f1a84377b4b9,True,recovery_anchor,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageG_odb_teacher_metrics\tables\stageG_ppo_batch32_teacher_metrics.csv,2.7269628844805997e-05,0.1481368690729141,583111104.0,579939520.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,10.0,0.11627906976744186,0.038575671164272005,8.0,0.10256410256410256,2.20100214392005e-05,3.9525062220491236e-05,False,True,True,True,3.0,False,36.0,0.4186046511627907,0.22325547933717554,35.0,0.44871794871794873,0.1403219699859619,0.14851062744855875,False,True,False,False,2.0,False,74.0,0.8604651162790697,0.4554533768416889,70.0,0.8974358974358975,580752832.0,581293664.0,False,False,False,False,5.0,False,32.0,0.37209302325581395,0.8275862068965517,27.0,0.34615384615384615,579937984.0,579939520.0,False,False,False,False,6.0,False,10.0,0.11627906976744186,False,True,True,False,10.0,0.11627906976744186,0.8941176470588236,8.0,0.10256410256410256
12,PPOV01_N12_B06_diverse_tophalf,"[11,1,3,9,7,5,0,2,4,6,10,8]","11,1,3,9,7,5,0,2,4,6,10,8",2021a19d651a7f1f,stage3_ppo_policy_only_batch32,True,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,stochastic,diverse_tophalf,0.7882549240365492,2021a19d651a7f1f,False,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageG_odb_teacher_metrics\tables\stageG_ppo_batch32_teacher_metrics.csv,3.0258700462582052e-05,0.1538493782281875,583283072.0,579938560.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,18.0,0.20930232558139536,0.06049849447060839,15.0,0.19230769230769232,2.20100214392005e-05,3.9525062220491236e-05,False,True,False,True,4.0,False,65.0,0.7558139534883721,0.3864500331616641,58.0,0.7435897435897436,0.1403219699859619,0.14851062744855875,False,False,False,False,8.0,False,78.0,0.9069767441860465,0.4886655789577771,72.0,0.9230769230769231,580752832.0,581293664.0,False,False,False,False,7.0,False,17.0,0.19767441860465115,0.3103448275862069,17.0,0.21794871794871795,579937984.0,579939520.0,False,True,False,True,1.0,True,18.0,0.20930232558139536,False,False,True,False,18.0,0.20930232558139536,0.8,15.0,0.19230769230769232
12,PPOV01_N12_B07_novelty_tophalf,"[11,1,3,9,7,5,0,4,2,6,8,10]","11,1,3,9,7,5,0,4,2,6,8,10",8d75176c787926a3,stage3_ppo_policy_only_batch32,True,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,stochastic,novelty_tophalf,0.7370404978212047,8d75176c787926a3,False,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageG_odb_teacher_metrics\tables\stageG_ppo_batch32_teacher_metrics.csv,4.105954440092319e-05,0.1460365504026413,581601088.0,579939456.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,52.0,0.6046511627906976,0.1397153964047752,45.0,0.5769230769230769,2.20100214392005e-05,3.9525062220491236e-05,False,False,False,False,8.0,False,17.0,0.19767441860465115,0.16325372547250144,17.0,0.21794871794871795,0.1403219699859619,0.14851062744855875,False,True,False,True,1.0,True,46.0,0.5348837209302325,0.1638237911598932,46.0,0.5897435897435898,580752832.0,581293664.0,False,False,False,False,1.0,True,25.0,0.29069767441860467,0.7931034482758621,24.0,0.3076923076923077,579937984.0,579939520.0,False,True,False,False,2.0,False,52.0,0.6046511627906976,False,False,False,False,52.0,0.6046511627906976,0.4,45.0,0.5769230769230769
16,PPOV01_N16_B02_surrogate_top,"[11,1,3,15,13,9,7,5,0,2,4,6,8,10,14,12]","11,1,3,15,13,9,7,5,0,2,4,6,8,10,14,12",688b49e0c3b543ca,stage3_ppo_policy_only_batch32,True,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,stochastic,surrogate_top,0.9350656517719896,688b49e0c3b543ca,False,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageG_odb_teacher_metrics\tables\stageG_ppo_batch32_teacher_metrics.csv,2.952120985355577e-05,0.1539182811975479,584204864.0,579948480.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,2.0,0.023255813953488372,0.0010424636427984915,2.0,0.02564102564102564,2.926077831943985e-05,4.9522939889357076e-05,False,True,True,True,1.0,True,60.0,0.6976744186046512,0.23936634076840058,56.0,0.717948717948718,0.1457871496677398,0.15198192000389094,False,False,False,False,5.0,False,79.0,0.9186046511627907,0.4770673439714354,73.0,0.9358974358974359,580887040.0,581493984.0,False,False,False,False,7.0,False,84.0,0.9767441860465116,0.9,77.0,0.9871794871794872,579946752.0,579948288.0,False,False,False,False,8.0,False,2.0,0.023255813953488372,False,True,True,True,2.0,0.023255813953488372,0.9882352941176471,2.0,0.02564102564102564
16,PPOV01_N16_B01_deterministic,"[11,1,3,15,13,9,7,5,0,2,4,6,8,10,12,14]","11,1,3,15,13,9,7,5,0,2,4,6,8,10,12,14",4e65ff2075680484,stage3_ppo_policy_only_batch32,True,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,deterministic,deterministic,0.9084376021752424,4e65ff2075680484,False,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageG_odb_teacher_metrics\tables\stageG_ppo_batch32_teacher_metrics.csv,3.2194235018323525e-05,0.1535855084657669,584222272.0,579948288.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,3.0,0.03488372093023256,0.011742133942000903,2.0,0.02564102564102564,2.926077831943985e-05,4.9522939889357076e-05,False,True,True,True,2.0,False,57.0,0.6627906976744186,0.22957009152290303,55.0,0.7051282051282052,0.1457871496677398,0.15198192000389094,False,False,False,False,3.0,False,80.0,0.9302325581395349,0.47957042681243445,73.0,0.9358974358974359,580887040.0,581493984.0,False,False,False,False,8.0,False,40.0,0.46511627906976744,0.8,37.0,0.47435897435897434,579946752.0,579948288.0,False,False,False,False,4.0,False,3.0,0.03488372093023256,False,True,True,False,3.0,0.03488372093023256,0.9764705882352941,2.0,0.02564102564102564
16,PPOV01_N16_B08_stochastic_highreward,"[11,1,3,13,15,9,7,5,0,2,4,6,8,10,12,14]","11,1,3,13,15,9,7,5,0,2,4,6,8,10,12,14",0850e3362b7cf8ec,stage3_ppo_policy_only_batch32,True,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,stochastic,stochastic_highreward,0.9037961437731936,0850e3362b7cf8ec,False,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageG_odb_teacher_metrics\tables\stageG_ppo_batch32_teacher_metrics.csv,3.906633264705306e-05,0.1532397419214248,584203136.0,579948288.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,17.0,0.19767441860465115,0.03924998529353328,15.0,0.19230769230769232,2.926077831943985e-05,4.9522939889357076e-05,False,True,False,True,3.0,False,54.0,0.627906976744186,0.21939132708207548,53.0,0.6794871794871795,0.1457871496677398,0.15198192000389094,False,False,False,False,2.0,False,78.0,0.9069767441860465,0.4768188761894245,73.0,0.9358974358974359,580887040.0,581493984.0,False,False,False,False,6.0,False,40.0,0.46511627906976744,0.8,37.0,0.47435897435897434,579946752.0,579948288.0,False,False,False,False,4.0,False,17.0,0.19767441860465115,False,False,True,False,17.0,0.19767441860465115,0.8117647058823529,15.0,0.19230769230769232
16,PPOV01_N16_B07_novelty_tophalf,"[11,3,1,15,13,9,7,5,0,2,4,6,8,10,14,12]","11,3,1,15,13,9,7,5,0,2,4,6,8,10,14,12",a0c36473fb84cafc,stage3_ppo_policy_only_batch32,True,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,stochastic,novelty_tophalf,0.8917884200541297,a0c36473fb84cafc,False,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageG_odb_teacher_metrics\tables\stageG_ppo_batch32_teacher_metrics.csv,4.0435319306197925e-05,0.1535876095294952,584079808.0,579948416.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,18.0,0.20930232558139536,0.04472980871230357,15.0,0.19230769230769232,2.926077831943985e-05,4.9522939889357076e-05,False,True,False,True,4.0,False,58.0,0.6744186046511628,0.2296319431771927,55.0,0.7051282051282052,0.1457871496677398,0.15198192000389094,False,False,False,False,4.0,False,75.0,0.872093023255814,0.45908563856219975,72.0,0.9230769230769231,580887040.0,581493984.0,False,False,False,False,4.0,False,74.0,0.8604651162790697,0.8666666666666667,68.0,0.8717948717948718,579946752.0,579948288.0,False,False,False,False,7.0,False,18.0,0.20930232558139536,False,False,True,False,18.0,0.20930232558139536,0.8,15.0,0.19230769230769232
24,PPOV01_N24_B01_deterministic,"[11,1,3,15,23,21,19,17,13,9,7,5,0,2,6,8,4,10,16,18,20,22,14,12]","11,1,3,15,23,21,19,17,13,9,7,5,0,2,6,8,4,10,16,18,20,22,14,12",df821abc1c971d88,stage3_ppo_policy_only_batch32,True,PPO_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\ppo_training\checkpoints\maskable_ppo_lam_scan_order_final.zip,deterministic,deterministic,0.8505618707512,df821abc1c971d88,False,,True,PASS_TEACHER_FIELDS_EXTRACTED,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v01\stageG_odb_teacher_metrics\tables\stageG_ppo_batch32_teacher_metrics.csv,0.0001435850494999,0.1531748324632644,585510336.0,579944384.0,step_final_cooling,1200.0,AC YIELD;HFL;NT11;PEEQ;RF;S;U,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,138.0,0.696969696969697,0.19103424789496504,136.0,0.7157894736842105,2.9523077955673216e-05,8.096076885522052e-05,False,False,False,False,3.0,False,30.0,0.15151515151515152,0.09887081459391149,28.0,0.14736842105263157,0.1492166519165039,0.15729529410600662,False,True,False,True,3.0,False,173.0,0.8737373737373737,0.4152897657213317,170.0,0.8947368421052632,580875968.0,582566592.0,False,False,False,False,4.0,False,120.0,0.6060606060606061,0.7575757575757576,115.0,0.6052631578947368,579942784.0,579944128.0,False,False,False,False,6.0,False,138.0,0.696969696969697,False,False,False,False,138.0,0.696969696969697,0.30456852791878175,136.0,0.7157894736842105
