duplicate_group_id,order_hash,strategy_name,duplicate_aliases,representative_strategy,duplicate_removed_for_training,representative_selection_reason,u2_range,peeq_guard,surface_t_proxy,mises_P95_top_band,mises_source_missing,mises_rank_fill_value,u2_spread,peeq_spread,surfaceT_spread,mises_spread
N32_DUP_01,303f75dd5967066f,RLU2M_A07_V01,RLU2M_A07_V01;RLU2M_A08_V01;RLU2M_A09_V01,RLU2M_A07_V01,False,earliest_source_row_representative_metrics_near_identical,6.2943494e-05,0.1468197579681873,0.0071699607791957,1.93327904,False,,0.0,0.0,0.0,0.0
N32_DUP_01,303f75dd5967066f,RLU2M_A08_V01,RLU2M_A07_V01;RLU2M_A08_V01;RLU2M_A09_V01,RLU2M_A07_V01,True,earliest_source_row_representative_metrics_near_identical,6.2943494e-05,0.1468197579681873,0.0071699607791957,1.93327904,False,,0.0,0.0,0.0,0.0
N32_DUP_01,303f75dd5967066f,RLU2M_A09_V01,RLU2M_A07_V01;RLU2M_A08_V01;RLU2M_A09_V01,RLU2M_A07_V01,True,earliest_source_row_representative_metrics_near_identical,6.2943494e-05,0.1468197579681873,0.0071699607791957,1.93327904,False,,0.0,0.0,0.0,0.0
N32_DUP_02,e43cff4aab5ecdd5,RLU2M_A15_V01,RLU2M_A15_V01;RLU2M_A17_V01;RLU2M_A19_V01,RLU2M_A15_V01,False,earliest_source_row_representative_metrics_near_identical,6.5921595e-05,0.1474430538713932,0.0071812860051928,1.9332788266666667,False,,0.0,0.0,0.0,0.0
N32_DUP_02,e43cff4aab5ecdd5,RLU2M_A17_V01,RLU2M_A15_V01;RLU2M_A17_V01;RLU2M_A19_V01,RLU2M_A15_V01,True,earliest_source_row_representative_metrics_near_identical,6.5921595e-05,0.1474430538713932,0.0071812860051928,1.9332788266666667,False,,0.0,0.0,0.0,0.0
N32_DUP_02,e43cff4aab5ecdd5,RLU2M_A19_V01,RLU2M_A15_V01;RLU2M_A17_V01;RLU2M_A19_V01,RLU2M_A15_V01,True,earliest_source_row_representative_metrics_near_identical,6.5921595e-05,0.1474430538713932,0.0071812860051928,1.9332788266666667,False,,0.0,0.0,0.0,0.0
