n,strategy_name,dataset_source,legacy_source_category,order_json,order_hash,u2_range,peeq_max,surface_t_proxy,mises_max,peeq_metric_source,mises_metric_source,metric_semantic_warning,legacy_compatibility_status,target_u2_score_combined172_plus_N32_rank,target_peeq_score_combined172_plus_N32_rank,target_surfaceT_score_combined172_plus_N32_rank,target_mises_score_combined172_plus_N32_rank,target_reward_combined172_plus_N32_mapped_u2_primary,reward_rank_combined172_plus_N32_within_n,teacher_validation_status,source_file,source_row_index
40,S3R24L64_N40_B02_top_region,shortlist64_run27,,"[33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3,1,11,13,15,17,19,21,23,25,27,29,31]",198304997aa51f7f,0.00012272537605895195,0.1667737364768982,598535360.0,579927040.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.8490566037735849,0.26415094339622647,0.0,0.21698113207547165,0.6155660377358491,20.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B03_top_region,shortlist64_run27,,"[31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,36,34,32,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29]",c1c108e2813bd09b,0.00010593635033728788,0.15905819833278656,592258240.0,579925632.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.9245283018867925,0.6415094339622642,0.09433962264150941,0.7924528301886793,0.7783018867924529,6.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B04_top_region,shortlist64_run27,,"[31,33,35,37,39,0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29]",baa132a2934e1658,0.00016035931412261561,0.15993769466876984,581768896.0,579925632.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.7547169811320755,0.5849056603773585,0.9433962264150944,0.7924528301886793,0.7415094339622642,10.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B05_top_region,shortlist64_run27,,"[33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,36,34,32,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31]",742ef66aad688f36,8.880928180587944e-05,0.16414318978786469,595921664.0,579925632.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.9622641509433962,0.339622641509434,0.018867924528301883,0.7924528301886793,0.7349056603773585,11.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B06_model_disagreement,shortlist64_run27,,"[8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,1,21,23,25,27,29,31,33,35,37,39,17,15,13,11,9,7,5,3,0,2,4,6]",04fb04483e06ab57,0.00020166151443845592,0.16115786135196686,583783872.0,579927360.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.6603773584905661,0.5094339622641509,0.7358490566037736,0.15094339622641506,0.6122641509433963,21.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B07_model_disagreement,shortlist64_run27,,"[12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,1,21,23,25,27,29,31,33,35,37,39,17,15,13,11,9,7,5,3,0,2,4,6,8,10]",42b2cce7b6cd3830,0.00021651915267284494,0.16294272243976593,584747776.0,579928896.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.6037735849056604,0.39622641509433965,0.5849056603773585,0.018867924528301883,0.5311320754716982,25.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B08_model_disagreement,shortlist64_run27,,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,9,7,5,3,1,11,13,21,23,25,27,29,31,33,35,37,39]",8a1c069e8cc3aab3,0.00019893523085556808,0.15381239354610443,582634112.0,579927424.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.679245283018868,0.9245283018867925,0.8490566037735849,0.13207547169811318,0.7179245283018869,12.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B09_model_disagreement,shortlist64_run27,,"[14,16,18,20,22,24,26,28,30,32,34,36,38,19,1,21,23,25,27,29,31,33,35,37,39,17,15,13,11,9,7,5,3,0,2,4,6,8,10,12]",9416203917957318,0.00020833183407376055,0.16438280045986176,585395200.0,579929024.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.6415094339622642,0.3207547169811321,0.41509433962264153,0.0,0.5226415094339624,27.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B10_uncertainty_calibration,shortlist64_run27,,"[19,20,18,21,17,22,23,16,15,24,25,14,13,26,27,12,28,11,29,10,9,30,31,8,7,32,6,33,34,5,4,35,36,3,2,37,38,1,0,39]",6cf61e7e1a0eea3f,0.0017309115501120687,0.18236134946346283,588479616.0,579926720.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.1132075471698113,0.037735849056603765,0.16981132075471694,0.28301886792452835,0.1122641509433962,52.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B11_uncertainty_calibration,shortlist64_run27,,"[0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,39,19,29,9,34,21,11,31,36,1,3,5,7,13,15,17,23,25,27,32,33,35,37,38]",88607ff800752d0d,0.0005545657074890187,0.16292472183704376,586222784.0,579926080.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.5471698113207547,0.41509433962264153,0.30188679245283023,0.5377358490566038,0.49575471698113216,30.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B12_uncertainty_calibration,shortlist64_run27,,"[25,29,21,5,30,20,32,16,34,36,22,2,14,18,27,39,13,23,6,37,9,3,8,26,4,0,24,35,10,12,33,1,11,28,17,7,15,19,31,38]",b001209498d8d80c,0.0010631986892377654,0.16056868433952332,584326272.0,579925952.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.3584905660377359,0.5660377358490566,0.6603773584905661,0.6886792452830188,0.44669811320754726,34.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B13_uncertainty_calibration,shortlist64_run27,,"[22,23,25,27,28,30,24,34,4,2,6,26,21,16,11,31,36,1,3,5,7,8,10,12,13,15,17,18,20,0,39,19,29,9,14,32,33,35,37,38]",b85ba16e4db50b3e,0.0009516127437336763,0.17189238965511322,586396288.0,579926912.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.4339622641509434,0.15094339622641506,0.26415094339622647,0.24528301886792447,0.35094339622641507,39.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B14_diversity_coverage,shortlist64_run27,,"[0,37,28,15,24,19,34,27,4,7,36,9,10,35,26,33,12,29,2,25,18,23,20,39,32,3,16,17,22,31,30,13,8,21,38,11,6,1,14,5]",2988e56a2f6858d2,0.0011485806799669263,0.16892114281654358,583967360.0,579925056.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.30188679245283023,0.24528301886792447,0.6981132075471699,0.8867924528301887,0.359433962264151,38.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B15_diversity_coverage,shortlist64_run27,,"[15,32,5,34,29,8,13,2,23,4,31,26,21,10,7,20,11,38,37,24,19,16,39,0,25,18,3,6,35,12,33,14,9,28,17,30,27,36,1,22]",14e65401d5dd06f8,0.001018685414749143,0.1579287350177765,583294976.0,579926016.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.39622641509433965,0.6981132075471699,0.7547169811320755,0.6226415094339622,0.5037735849056605,28.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B16_diversity_coverage,shortlist64_run27,,"[9,36,33,8,7,16,23,12,5,2,21,18,37,34,25,6,15,26,3,32,1,24,35,28,19,4,39,14,31,30,29,20,11,38,13,22,17,0,27,10]",f25e144b16dbcb4d,0.0011747723910957575,0.16910290718078613,586287488.0,579926080.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.26415094339622647,0.2264150943396226,0.28301886792452835,0.5377358490566038,0.2721698113207548,44.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B17_diversity_coverage,shortlist64_run27,,"[8,37,6,5,2,17,26,15,24,23,22,27,32,33,12,7,30,31,28,39,38,1,18,9,34,11,14,29,16,25,36,21,20,35,10,13,4,19,0,3]",f44b5129283f065b,0.001036680686127056,0.16928334534168243,584457024.0,579925184.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.37735849056603776,0.16981132075471694,0.6415094339622642,0.8679245283018868,0.3867924528301887,37.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B18_tradeoff_probe,shortlist64_run27,,"[35,36,5,26,39,22,37,34,11,18,23,8,27,28,33,4,31,14,9,30,25,0,3,6,17,38,19,10,15,32,13,24,21,12,1,16,7,20,29,2]",6f26a42605f7b8eb,0.0011591740185394883,0.16599196195602417,584591488.0,579926464.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.28301886792452835,0.28301886792452835,0.6226415094339622,0.39622641509433965,0.3226415094339623,40.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B19_tradeoff_probe,shortlist64_run27,,"[29,30,13,20,1,2,27,38,7,22,35,32,19,6,9,14,11,28,3,16,23,24,5,34,21,12,33,26,31,10,37,18,15,8,39,36,17,4,25,0]",17709b55cd2df96c,0.0010814771626144193,0.15909770131111145,583097088.0,579926016.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.339622641509434,0.6226415094339622,0.7924528301886793,0.6226415094339622,0.4556603773584906,33.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B20_tradeoff_probe,shortlist64_run27,,"[25,10,33,16,29,34,1,6,13,0,31,20,19,26,27,18,23,32,5,36,35,22,37,8,17,12,7,14,39,28,15,24,9,30,3,38,21,4,11,2]",487a79ff3d38abb8,0.0013657823437824845,0.15467514097690582,584047232.0,579924800.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.18867924528301883,0.8490566037735849,0.679245283018868,0.9245283018867925,0.4066037735849057,36.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B21_sentinel_control,shortlist64_run27,,"[37,28,17,24,29,18,39,32,7,34,33,14,9,8,11,16,5,12,13,30,31,10,19,4,1,22,23,20,3,38,35,0,25,2,27,36,15,6,21,26]",06aac074db1c5325,0.001222780323587358,0.1619139313697815,587438016.0,579924800.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.2264150943396226,0.4716981132075472,0.2264150943396226,0.9245283018867925,0.31037735849056597,42.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B22_sentinel_control,shortlist64_run27,,"[22,5,8,31,32,3,18,35,6,17,12,37,16,33,30,19,10,23,36,29,26,1,24,15,2,21,0,7,28,11,4,13,34,39,14,9,20,27,38,25]",8229fb93c4d72263,0.0011096128518488513,0.15867161750793457,585093632.0,579926016.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.3207547169811321,0.6603773584905661,0.5471698113207547,0.6226415094339622,0.4264150943396227,35.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B23_exploitation_reference,shortlist64_run27,,"[0,2,4,6,8,10,12,14,16,18,20,38,36,34,32,30,28,26,24,22,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",31eb3c72613d8e65,5.95808796788333e-05,0.15407612919807434,581783552.0,579927552.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,1.0,0.8679245283018868,0.9245283018867925,0.10377358490566035,0.9212264150943397,1.0,PASS_TEACHER_FIELDS_EXTRACTED,,
40,S3R24L64_N40_B24_exploitation_reference,shortlist64_run27,,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,21,17,15,13,11,9,7,5,3,1,19,23,25,27,29,31,33,35,37,39]",06477238e66665b0,0.0002177569813284208,0.15378627181053162,582096064.0,579926464.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.5849056603773585,0.9433962264150944,0.9056603773584906,0.39622641509433965,0.679245283018868,15.0,PASS_TEACHER_FIELDS_EXTRACTED,,
32,COPT_A01_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,24,4,6,8,10,12,14,16,18,20,22,2,26,28,30,1,3,5,17,9,11,13,15,7,19,21,23,25,27,29,31]",de71bd73a968abf6,0.00011304519,0.1443412087857723,0.002177361454833,1.9332770133333328,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.7794561933534743,0.6435045317220545,0.9516616314199395,0.8610271903323263,0.7735649546827795,33.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,1
32,COPT_A02_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,1,3,21,7,31,11,13,15,17,19,5,23,25,27,29,9]",d1069ad7773652e4,0.0001687691,0.1438829528540373,0.0039987366210559,1.9332791466666663,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.6706948640483383,0.6948640483383686,0.8006042296072508,0.47432024169184295,0.6787009063444108,90.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,2
32,COPT_A03_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,31,15,21,7,11,19,27,3,5,9,13,17,23,29,25,1,24,30,6,8,10,12,14,16,18,20,22,2,26,28,4]",150f7b087bb79624,0.00027607675,0.1414811417460441,0.005588990165498,1.9332808746666663,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.5558912386706949,0.9335347432024169,0.661631419939577,0.29607250755287007,0.6290030211480362,122.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,3
32,COPT_A04_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,31,15,23,7,11,19,27,3,5,9,13,17,21,25,1,29,2,4,6,8,10,18,14,20,12,22,24,26,16,28,30]",8bf8de5b0cc00f27,0.00031909993,0.1411441011726856,0.0023355938251504,1.93327712,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.5347432024169184,0.9546827794561934,0.9395770392749244,0.8489425981873112,0.6749244712990937,92.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,4
32,COPT_A05_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,31,15,23,7,11,19,27,3,5,9,13,17,21,25,29,1,2,4,6,10,12,14,16,18,20,8,22,24,26,30,28]",d908ed957326253d,0.00021312087,0.1437160982191563,0.0022388221177822,1.933277568,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.5981873111782477,0.7069486404833837,0.945619335347432,0.770392749244713,0.6632930513595167,99.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,5
32,COPT_A06_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,31,15,23,5,9,13,7,11,19,27,3,17,21,25,29,1,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30]",eae79a314fb36b48,0.00014985347,0.1455014341324567,0.0011476153648877,1.933277226666667,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.7039274924471299,0.44712990936555896,0.9969788519637462,0.824773413897281,0.6879154078549848,85.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,6
32,COPT_A07_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,31,15,23,7,11,19,9,27,3,5,13,17,21,25,29,1,2,4,6,8,10,12,14,16,18,22,24,20,26,28,30]",d17e626b91781f52,0.0001806351,0.1436414587497711,0.0011856388038683,1.9332772906666669,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.6555891238670695,0.7250755287009063,0.9939577039274925,0.8141993957703928,0.7112537764350453,73.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,7
32,COPT_A08_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,31,15,23,7,11,19,27,3,5,9,13,21,25,29,1,17,10,8,6,4,2,12,14,16,18,20,22,24,26,28,30]",cf77394dcfd46559,0.00023296151,0.1441057754307985,0.0013786797638481,1.9332767573333336,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.5770392749244713,0.6676737160120846,0.9879154078549849,0.9063444108761329,0.6527190332326283,107.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,8
32,GNNU_A01_V01,stage2_n32_legacy,stage2_n32_gnn_rl_legacy,"[0,18,20,22,24,2,4,6,26,28,30,14,12,9,7,5,21,23,25,3,8,10,16,1,17,19,27,31,29,15,13,11]",388a3699304822af,0.00036397835,0.1457993406057358,0.0069751548480718,1.9332792746666665,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.5196374622356495,0.40181268882175225,0.5015105740181269,0.4607250755287009,0.49131419939577037,196.5,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,10
32,GNNU_A02_V01,stage2_n32_legacy,stage2_n32_gnn_rl_legacy,"[0,2,21,23,25,4,6,8,10,12,14,16,18,20,22,24,26,1,3,5,28,30,7,9,11,13,15,17,19,27,29,31]",d9d0766ae342957e,8.327191e-05,0.1476096954941749,0.0054133643322144,1.9332779733333332,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.9093655589123867,0.22960725075528698,0.6858006042296072,0.6948640483383686,0.7403323262839879,53.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,11
32,GNNU_A03_V01,stage2_n32_legacy,stage2_n32_gnn_rl_legacy,"[21,6,8,10,23,25,0,24,4,12,14,16,18,20,22,2,26,28,30,1,3,5,17,9,11,13,15,7,19,27,29,31]",b00d4bfd5cecd1db,0.00027789903,0.144601993560791,0.0133180833646341,1.933282112,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.552870090634441,0.5861027190332326,0.09667673716012082,0.22960725075528698,0.49773413897280966,193.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,12
32,GNNU_A04_V01,stage2_n32_legacy,stage2_n32_gnn_rl_legacy,"[21,23,25,0,2,4,6,8,10,12,14,16,18,20,22,24,28,30,1,26,3,5,7,9,11,13,15,17,19,27,29,31]",054c48ab099bf14a,6.962782e-05,0.1436463065445423,0.0064550441761141,1.9332788053333332,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.9546827794561934,0.7160120845921449,0.5619335347432024,0.5377643504531722,0.8468277945619336,6.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,13
32,LHYB_BEAM_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,1,3,5,7,9,11,13,15,17,19,21,23,25,27,31,29]",139ecd672777dd34,0.00010524642,0.1475193657726049,0.002492819928199,1.9332781866666664,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.8036253776435045,0.2416918429003021,0.9244712990936556,0.661631419939577,0.6962235649546827,81.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,19
32,LHYB_MAXH_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,4,8,12,16,20,24,28,26,22,18,14,10,6,1,3,9,5,7,2,11,13,15,17,19,21,23,25,27,29,31,30]",a9e34dfc108c0a75,0.00014930507,0.1462439289689064,0.0010144115886554,1.9332769706666668,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.7069486404833837,0.3595166163141994,1.0,0.8670694864048338,0.6747734138972811,93.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,20
32,LHYB_N06_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15,20,18,16,22,24,26,28,30,17,19,21,23,25,27,29,31]",d26c50f6900ad3df,0.000100507816,0.1511004354059696,0.0030697517932725,1.933279765333333,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.8368580060422961,0.09667673716012082,0.8640483383685801,0.404833836858006,0.6699395770392749,96.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,21
32,LHYB_N07_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,1,3,5,7,9,15,13,11,16,18,20,22,24,26,28,30,17,19,21,23,25,27,29,31]",d90f38c12fde994e,0.00016195785,0.1505396004021168,0.003238474658688,1.9332798933333333,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.676737160120846,0.1238670694864048,0.8368580060422961,0.38519637462235645,0.5675981873111783,165.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,22
32,LHYB_N08_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15,22,18,20,16,24,26,28,30,17,19,21,23,25,27,29,31]",4b97b6ff7179528e,0.0001197616,0.1534410969913006,0.002855917375535,1.9332796373333332,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.7552870090634441,0.051359516616314216,0.8761329305135952,0.4108761329305136,0.6093655589123868,141.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,23
32,LHYB_N09_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,1,3,5,7,15,11,13,9,16,18,20,22,24,26,28,30,17,19,21,23,25,27,29,31]",570d20649781d3d2,0.00018464979,0.1509570279717445,0.003694282143205,1.9332795946666663,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.6404833836858006,0.10876132930513593,0.8217522658610272,0.41389728096676737,0.5409365558912387,178.5,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,24
32,LHYB_N10_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,1,3,5,7,9,11,13,15,17,19,21,23,25,31,27,29]",4535f9b835bb05c4,9.382871e-05,0.1479674944281578,0.0024928862256131,1.933278016,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.8670694864048338,0.21450151057401812,0.9214501510574018,0.6858006042296072,0.7329305135951663,60.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,25
32,LHYB_N11_V01,stage2_n32_legacy,stage2_n32_full32_baseline_reference_legacy,"[0,8,4,6,2,10,12,14,1,3,5,7,9,11,13,15,16,18,20,22,24,26,28,30,17,19,21,23,25,27,29,31]",501b6749bdd63899,0.00018009426,0.1528380643576384,0.0031911226183592,1.9332795306666668,peeq_guard,mises_P95_top_band,True,LEGACY_COMPATIBLE_WITH_WARNINGS,0.6586102719033233,0.05740181268882172,0.8459214501510575,0.4335347432024169,0.5458459214501511,174.0,LEGACY_TEACHER_LABEL_COMPATIBLE,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,26
