n,strategy_name,dataset_source,legacy_source_category,order_json,order_hash,u2_range,peeq_max,surface_t_proxy,mises_max,peeq_metric_source,mises_metric_source,metric_semantic_warning,legacy_compatibility_status,target_u2_score_combined172_plus_N32_rank,target_peeq_score_combined172_plus_N32_rank,target_surfaceT_score_combined172_plus_N32_rank,target_mises_score_combined172_plus_N32_rank,target_reward_combined172_plus_N32_mapped_u2_primary,reward_rank_combined172_plus_N32_within_n,teacher_validation_status,source_file,source_row_index
12,N12_A11_graph_pointer_policy_diverse_01,probe60_run08,,"[0,5,11,10,1,3,8,2,9,6,4,7]",,7.328880428758566e-05,0.1638757288455963,582071168.0,579939392.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.4193548387096774,0.09677419354838712,0.4838709677419355,0.4838709677419355,0.36451612903225805,22.0,PASS_ODB_EXTRACTED,,
12,N12_A12_graph_pointer_policy_diverse_02,probe60_run08,,"[4,7,3,8,2,9,1,10,0,11,5,6]",,0.00013954683527117595,0.16334585845470428,581337984.0,579938048.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.032258064516129004,0.16129032258064513,0.6451612903225806,0.9516129032258065,0.16532258064516125,31.0,PASS_ODB_EXTRACTED,,
12,N12_A13_graph_pointer_policy_anti_odd_even_novelty,probe60_run08,,"[1,10,3,8,5,6,7,4,9,2,11,0]",,7.77201084929402e-05,0.14032196998596191,581967424.0,579939328.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.3870967741935484,1.0,0.5161290322580645,0.532258064516129,0.5298387096774193,15.0,PASS_ODB_EXTRACTED,,
12,N12_A14_graph_pointer_policy_u2first_proxy,probe60_run08,,"[0,5,2,6,4,7,8,3,10,1,9,11]",,0.00010109988033946138,0.15888875722885132,581829312.0,579938368.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.19354838709677424,0.32258064516129037,0.5806451612903225,0.6935483870967742,0.2830645161290323,24.0,PASS_ODB_EXTRACTED,,
12,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,probe60_run08,,"[0,5,11,6,4,8,7,2,3,1,9,10]",,9.216308080794988e-05,0.1593673974275589,581069312.0,579938240.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.22580645161290325,0.29032258064516125,0.8064516129032258,0.9032258064516129,0.33064516129032256,23.0,PASS_ODB_EXTRACTED,,
16,N16_A01_raster_left_to_right,probe60_run08,,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",,0.00024349282352886803,0.17520761489868164,587841664.0,579948288.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.06451612903225812,0.032258064516129004,0.0,0.30645161290322576,0.06370967741935488,32.0,PASS_ODB_EXTRACTED,,
16,N16_A02_odd_even_interlaced,probe60_run08,,"[0,2,4,6,8,10,12,14,1,3,5,7,9,11,13,15]",,4.9715717977960594e-05,0.15370793640613556,585719808.0,579947520.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.7419354838709677,0.5483870967741935,0.06451612903225812,0.7419354838709677,0.6354838709677421,13.0,PASS_ODB_EXTRACTED,,
16,N16_A03_greedy_maximin_distance,probe60_run08,,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]",,4.607185064742225e-05,0.1532730907201767,582927360.0,579948160.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.8709677419354839,0.5806451612903225,0.29032258064516125,0.5,0.7362903225806452,7.0,PASS_ODB_EXTRACTED,,
16,N16_A04_method_c_u2_first_engineering,probe60_run08,,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]",,5.043179316999158e-05,0.15182757377624512,581727104.0,579948352.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.7096774193548387,0.7741935483870968,0.6451612903225806,0.11290322580645162,0.6862903225806452,10.0,PASS_ODB_EXTRACTED,,
16,N16_A05_center_out,probe60_run08,,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",,0.00027908391211894923,0.16641919314861298,582182080.0,579946816.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.0,0.19354838709677424,0.4838709677419355,0.9516129032258065,0.13467741935483873,31.0,PASS_ODB_EXTRACTED,,
16,N16_A06_edge_in_alternating,probe60_run08,,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",,0.00020532089024527522,0.1797565519809723,581764096.0,579947776.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.16129032258064513,0.0,0.6129032258064516,0.7096774193548387,0.20161290322580644,29.0,PASS_ODB_EXTRACTED,,
16,N16_A07_regular_jump_coprime,probe60_run08,,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",,0.0002763091160886688,0.16533087193965912,581433216.0,579946752.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.032258064516129004,0.22580645161290325,0.8387096774193549,1.0,0.2,30.0,PASS_ODB_EXTRACTED,,
16,N16_A08_block_interleaved_quarters,probe60_run08,,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",,0.00016068820355030766,0.1505546271800995,582573376.0,579948160.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.32258064516129037,0.8387096774193549,0.3870967741935484,0.5,0.44112903225806455,19.0,PASS_ODB_EXTRACTED,,
16,N16_A09_center_edge_alternating,probe60_run08,,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",,0.00021473178685482708,0.17430327832698822,580899648.0,579946944.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.12903225806451613,0.09677419354838712,1.0,0.8870967741935484,0.24758064516129036,27.0,PASS_ODB_EXTRACTED,,
16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,probe60_run08,,"[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",,0.0001204781697197177,0.1701684147119522,581290304.0,579948096.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.3870967741935484,0.12903225806451613,0.967741935483871,0.5483870967741935,0.40161290322580645,21.0,PASS_ODB_EXTRACTED,,
16,N16_A11_graph_pointer_policy_diverse_01,probe60_run08,,"[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",,0.00018299555517842236,0.17434175312519073,582880128.0,579946944.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.19354838709677424,0.06451612903225812,0.32258064516129037,0.8870967741935484,0.21532258064516135,28.0,PASS_ODB_EXTRACTED,,
16,N16_A12_graph_pointer_policy_diverse_02,probe60_run08,,"[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",,0.00023973382963049517,0.16137175261974335,581517248.0,579946816.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.09677419354838712,0.3548387096774194,0.7096774193548387,0.9516129032258065,0.25241935483870975,26.0,PASS_ODB_EXTRACTED,,
16,N16_A13_graph_pointer_policy_anti_odd_even_novelty,probe60_run08,,"[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",,0.00011749031591534731,0.15198101103305817,581337280.0,579948288.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.4193548387096774,0.7419354838709677,0.8709677419354839,0.30645161290322576,0.5233870967741936,15.0,PASS_ODB_EXTRACTED,,
16,N16_A14_graph_pointer_policy_u2first_proxy,probe60_run08,,"[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",,0.00015728273911008728,0.1641508787870407,582433856.0,579947264.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.3548387096774194,0.29032258064516125,0.4193548387096774,0.7741935483870968,0.3693548387096774,23.0,PASS_ODB_EXTRACTED,,
16,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,probe60_run08,,"[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",,0.0001736121434987581,0.16458375751972198,582198912.0,579947904.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.25806451612903225,0.25806451612903225,0.4516129032258065,0.6612903225806452,0.29758064516129035,24.0,PASS_ODB_EXTRACTED,,
24,N24_A01_raster_left_to_right,probe60_run08,,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23]",,0.0005523721708868834,0.18925029039382935,587159872.0,579944256.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.05660377358490565,0.0,0.07547169811320753,0.5754716981132075,0.0731132075471698,53.0,PASS_ODB_EXTRACTED,,
24,N24_A02_odd_even_interlaced,probe60_run08,,"[0,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23]",,8.360300034837564e-05,0.15498611330986023,586226112.0,579943936.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.5094339622641509,0.6981132075471699,0.16981132075471694,0.7358490566037736,0.5245283018867926,29.0,PASS_ODB_EXTRACTED,,
24,N24_A03_greedy_maximin_distance,probe60_run08,,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,10,12,13,15,16,18,19,21,22]",,0.0002935029126547306,0.16460579633712769,584637632.0,579944576.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.18867924528301883,0.2264150943396226,0.3207547169811321,0.3679245283018868,0.2183962264150943,47.0,PASS_ODB_EXTRACTED,,
24,N24_A04_method_c_u2_first_engineering,probe60_run08,,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]",,5.621172385872342e-05,0.15437763929367065,581727232.0,579944640.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.9245283018867925,0.7358490566037736,0.7547169811320755,0.2264150943396226,0.8349056603773586,2.0,PASS_ODB_EXTRACTED,,
24,N24_A05_center_out,probe60_run08,,"[11,12,10,13,9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23]",,0.0006265991143266092,0.17296180129051208,588072192.0,579944128.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.0,0.07547169811320753,0.037735849056603765,0.6226415094339622,0.049999999999999996,54.0,PASS_ODB_EXTRACTED,,
24,N24_A06_edge_in_alternating,probe60_run08,,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]",,0.000525546938433763,0.18484757840633392,590591168.0,579942784.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.09433962264150941,0.018867924528301883,0.0,1.0,0.1150943396226415,52.0,PASS_ODB_EXTRACTED,,
24,N24_A07_regular_jump_coprime,probe60_run08,,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]",,0.00023713416885584593,0.1627264767885208,583243392.0,579943104.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.26415094339622647,0.3207547169811321,0.49056603773584906,0.9811320754716981,0.33396226415094343,41.0,PASS_ODB_EXTRACTED,,
24,N24_A08_block_interleaved_quarters,probe60_run08,,"[0,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23]",,0.0006247397857350734,0.15462736785411835,584995648.0,579943744.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.018867924528301883,0.7169811320754718,0.26415094339622647,0.8018867924528301,0.22216981132075472,46.0,PASS_ODB_EXTRACTED,,
24,N24_A09_center_edge_alternating,probe60_run08,,"[11,0,12,23,10,1,13,22,9,2,14,21,8,3,15,20,7,4,16,19,6,5,17,18]",,0.0005546370016418223,0.17539091408252716,581775744.0,579943744.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.037735849056603765,0.05660377358490565,0.7169811320754718,0.8018867924528301,0.14764150943396226,51.0,PASS_ODB_EXTRACTED,,
24,N24_A10_graph_pointer_policy_zero_shot_or_proxy_best,probe60_run08,,"[0,23,2,11,4,17,6,5,8,10,14,12,20,16,1,18,3,22,7,9,13,15,19,21]",,0.00018885933013734757,0.15415936708450317,583863616.0,579943360.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.3584905660377359,0.8301886792452831,0.41509433962264153,0.8962264150943396,0.4853773584905661,31.0,PASS_ODB_EXTRACTED,,
24,N24_A11_graph_pointer_policy_diverse_01,probe60_run08,,"[0,11,23,22,1,9,20,2,7,21,18,3,5,16,4,19,14,12,6,17,10,8,15,13]",,0.0002307547981672542,0.16373257339000702,589194880.0,579943936.0,native_stage3_peeq_max,native_stage3_mises_max,False,NATIVE_STAGE3,0.30188679245283023,0.28301886792452835,0.018867924528301883,0.7358490566037736,0.2915094339622642,42.0,PASS_ODB_EXTRACTED,,
